war,en
"Linmakat hi David ngan kinmadto hiya han katunaan han Engadi, diin nagtinago hiya.",And David went up from there and lived in the strongholds of En Gedi.
"Han pagbalik ni Saul tikang han pakig-away niya han mga Filisteohanon, nasumatan hiya nga nakadto hi David han kamingawan hirani han Engadi.","After Saul returned from pursuing the Philistines, he was told, “David is in the Desert of En Gedi.”"
"Kundi kahuman hini, nagbasol hi David,","Afterward, David was conscience-stricken for having cut off a corner of his robe."
"ngan nagsiring, “Kay ano nga tinmoo ka man hin mga sumat hin mga tawo nga nasiring nga may-ada ako maraot nga nahuhunahunaan ha imo?","He said to Saul, “Why do you listen when men say, ‘David is bent on harming you’?"
"Maghukom unta ha aton an Ginoo kon hin-o ha aton an sayop! Kastigohon ka unta tungod han imo pagkontraha ha akon, kay diri gud ako magdadaot ha imo.","May the Lord judge between you and me. And may the Lord avenge the wrongs you have done to me, but my hand will not touch you."
"Maaram ka man han daan nga darawhonon, ‘Magraot la nga mga tawo an nagbubuhat hin maraot.’ Sanglit diri ko ikaw pagdadaoton.","As the old saying goes, ‘From evildoers come evil deeds,’ so my hand will not touch you."
"Hin-o an gin-iiparatay han hadi han Israel? Hin-o an iya ginbubukod! Usa nga patay nga ayam, usa nga purgas?",“Against whom has the king of Israel come out? Who are you pursuing? A dead dog? A flea?
"An Ginoo amo an maghuhukom, ngan hiya an magbubuot kon hin-o ha aton an sayop. Hiya unta an manalipod ha akon, ngan magtalwas ha akon ha imo mga kamot!”",May the Lord be our judge and decide between us. May he consider my cause and uphold it; may he vindicate me by delivering me from your hand.”
"Niyan nagsiring hiya kan David, “Matadong ka, ngan sayop ako. Maupay an imo mga ginbuhat ha akon, samtang ginbuhat ko in dako nga sayop ha imo!","“You are more righteous than I,” he said. “You have treated me well, but I have treated you badly."
"Yana nga adlaw nagpakita ka han imo pagkamaupay ha akon, kay waray mo ako pataya, bisan kon igintubyan ako han Ginoo ha imo gahom.","You have just now told me about the good you did to me; the Lord delivered me into your hands, but you did not kill me."
"Kon in usa ka tawo makadakop han iya kaaway, bubuhian pa niya? Bendisyonan ka unta han Ginoo tungod han imo ginbuhat ha akon yana nga adlaw!","When a man finds his enemy, does he let him get away unharmed? May the Lord reward you well for the way you treated me today."
"Yana maaram ako nga ikaw an magigin hadi han Israel, nga magpapadayon an ginhadian ha ubos han imo pagdumara.",I know that you will surely be king and that the kingdom of Israel will be established in your hands.
"Kundi pagsaad ha akon ha ngaran han Ginoo nga imo tatalwason an akon mga tulin, basi diri gud hingalimtan an ngaran ko ngan han akon panimalay.”",Now swear to me by the Lord that you will not kill off my descendants or wipe out my name from my father’s family.”
"Nagsumpa hi David nga iya ini tutumanon. Niyan inmoli hi Saul, ngan binmalik hi David ngan an iya mga tawo ngadto han ira taragoan.","So David gave his oath to Saul. Then Saul returned home, but David and his men went up to the stronghold."
"ngan hinbaroan ini ni David nga nakadto ha kamingawan,","While David was in the wilderness, he heard that Nabal was shearing sheep."
"sanglit nagsugo hiya hin napulo nga mga batan-on nga kalalaken-an hin pagkadto ha Carmelo, pamiling kan Nabal, ngan pangumosta ha iya.","So he sent ten young men and said to them, “Go up to Nabal at Carmel and greet him in my name."
"Iginhatag han mga tawo ni David ini nga mensahe kan Nabal ha ngaran ni David, ngan hinmulat hira kon ano an igsisiring ha ira.","When David’s men arrived, they gave Nabal this message in David’s name. Then they waited."
"Ha katapos-taposan, binmaton hi Nabal, “Hi David? Hin-o hiya? Waray pa gud ako makabati hiunong ha iya! Puno an tuna hin kalagiw nga mga oripon yana nga mga adlaw!","Nabal answered David’s servants, “Who is this David? Who is this son of Jesse? Many servants are breaking away from their masters these days."
Binmalik an iya mga tawo ngadto kan David ngan ginsumatan hiya han iginsiring ni Nabal.,"David’s men turned around and went back. When they arrived, they reported every word."
"Kundi maupay gud hira ha amon; waray gud kami paglabti nira, ngan ha bug-os nga panahon nga kaupod kami ha ira didto han kaumhan, waray gud nakawat han amon mga ginmamangnoan.","Yet these men were very good to us. They did not mistreat us, and the whole time we were out in the fields near them nothing was missing."
Ginpanalipdan kami nira adlaw gab-i ha bug-os nga panahon nga kaupod kami nira hin pagmangno han amon mga panon.,Night and day they were a wall around us the whole time we were herding our sheep near them.
"Niyan nagsiring hiya han mga surugoon, “Pag-una kamo ngan masunod ako ha iyo.” Kundi waray la niya sumati an iya bana.","Then she told her servants, “Go on ahead; I’ll follow you.” But she did not tell her husband Nabal."
Nakakasakay hiya han iya asno ngan dida hin linilikdoan hin usa nga pungtod ha gilayon nagkatapo hira ngan hi David ug an iya mga tawo nga tipakada ha iya.,"As she came riding her donkey into a mountain ravine, there were David and his men descending toward her, and she met them."
Patayon unta ako han Dyos kon diri ko pamatayon an ngatanan niya nga mga tawo nga diri pa maaaga!”,"May God deal with David, be it ever so severely, if by morning I leave alive one male of all who belong to him!”"
"Han paghikit-i la ni Abigail kan David, hinmaw-as hiya dayon ngan hinmapa hiya ha tuna,","When Abigail saw David, she quickly got off her donkey and bowed down before David with her face to the ground."
"Karawata gad ini nga regalo nga akon gindara ha imo, ngan ighatag ini ngadto han imo mga tawo.","And let this gift, which your servant has brought to my lord, be given to the men who follow you."
"Ngan kon tumanon na han Ginoo an ngatanan nga mag-upay nga mga butang nga iginsaad niya ha imo, ngan himoon ka na nga hadi han Israel,","When the Lord has fulfilled for my lord every good thing he promised concerning him and has appointed him ruler over Israel,"
"Nagsiring ha iya hi David, “Dayawon an Ginoo nga Dyos han Israel, nga nagsugo ha imo yana nga adlaw hin pagtapo ha akon!","David said to Abigail, “Praise be to the Lord , the God of Israel, who has sent you today to meet me."
"Niyan, han kahawhawi na ha iya, iginsumat ha iya ni Abigail an ngatanan. Inatake hiya hin tigda nga sakit ngan naparalisis hiya.","Then in the morning, when Nabal was sober, his wife told him all these things, and his heart failed him and he became like a stone."
"Paglabay hin mga napulo ka adlaw, ginhampak han Ginoo hi Nabal ngan namatay.","About ten days later, the Lord struck Nabal and he died."
"Hinmapa ha tuna hi Abigail ngan nagsiring, “Surugoon ako niya ngan andam ako hin panmusa han iya mga surugoon.”","She bowed down with her face to the ground and said, “I am your servant and am ready to serve you and wash the feet of my lord’s servants.”"
"Binmuhat hiya dayon ngan sinmakay han iya asno. Binmunyog hiya han mga surugoon ni David, ngan gin-updan hiya han iya lima nga mga surugoon nga kababayen-an, ngan gin-asawa hiya ni David.","Abigail quickly got on a donkey and, attended by her five female servants, went with David’s messengers and became his wife."
Pinangasawa liwat ni David hi Ahinoam nga taga-Jezrael ngan yana nahimo liwat hi Abigail nga iya asawa.,"David had also married Ahinoam of Jezreel, and they both were his wives."
"Hito manta nga panahon ginkuha ni Saul hi Mical nga iya anak nga asawa anay ni David, ngan iginpaasawa kan Palti nga anak ni Lais, nga taga bungto han Galim.","But Saul had given his daughter Michal, David’s wife, to Paltiel son of Laish, who was from Gallim."
"May inmabot nga mga tawo nga taga-Zif ngadto kan Saul didto ha Gabaa ngan ginsumatan hiya nga aadto hi David natago ha Bukid han Haquila, ha ligid han kamingawan han Juda.","The Ziphites went to Saul at Gibeah and said, “Is not David hiding on the hill of Hakilah, which faces Jeshimon?”"
Kinmadto dayon hi Saul han kamingawan han Zif upod in tulo ka yukot han gimamaupayi nga mga sondalo hin pamiling kan David.,"So Saul went down to the Desert of Ziph, with his three thousand select Israelite troops, to search there for David."
nagsugo hiya hin mga mag-irinaw ngan hinbaroan niya nga tinuod nakadto hi Saul.,he sent out scouts and learned that Saul had definitely arrived.
"Kundi nagsiring hi David, “Ayaw hiya pagpataya! Kakastigohon manta han Ginoo an bisan hin-o nga magpatay han iya pinili nga hadi.”","But David said to Abishai, “Don’t destroy him! Who can lay a hand on the Lord ’s anointed and be guiltless?"
"Nagpadayon hi David, “Ha ngaran han buhi nga Ginoo , maaram ako nga an Ginoo ngahaw amo an magpapatay kan Saul, kon umabot na an iya panahon, pinaagi hin sakit, o hin kamatay ha pag-awayan.","As surely as the Lord lives,” he said, “the Lord himself will strike him, or his time will come and he will die, or he will go into battle and perish."
"Niyan tinmabok hi David ngadto ha luyo han kahamub-an ha bawbaw han pungtod, nga hirayo na ha ira,",Then David crossed over to the other side and stood on top of the hill some distance away; there was a wide space between them.
"ngan ginoliatan niya an kasondalohan ni Saul ngan hi Abner, “Abner! Nakakabati ka ba ha akon!” Nagpakiana hi Abner, “Hin-o ito nga naggiginoliat ngan nagpupukaw han hadi?”","He called out to the army and to Abner son of Ner, “Aren’t you going to answer me, Abner?” Abner replied, “Who are you who calls to the king?”"
"Kinmilala hi Saul han tingog ni David, ngan nagpakiana, “David, hi ikaw ba, anak ko?” “Oo, Harangdon nga Hadi,” binmaton hi David.","Saul recognized David’s voice and said, “Is that your voice, David my son?” David replied, “Yes it is, my lord the king.”"
"Ngan nagsiring pa hiya, “Kay ano, Harangdon nga Hadi nga ginbubukod mo ako nga imo surugoon? Ano gud an akon nabuhat? Ano an akon sala?","And he added, “Why is my lord pursuing his servant? What have I done, and what wrong am I guilty of?"
"Binmaton hi David, “Aadi an imo bangkaw, Harangdon nga Hadi. Pakadia hin pagkuha hini in usa han imo mga tawo.","“Here is the king’s spear,” David answered. “Let one of your young men come over and get it."
"Sanglit kinmadto dayon hi David ngan an iya 600 nga mga tawo kan Aquis nga hadi han Gat, nga anak ni Maoc.",So David and the six hundred men with him left and went over to Achish son of Maok king of Gath.
"Han paghibaro ni Saul nga pinmalagiw na hi David ngadto ha Gat, inmundang hiya hin pagpinamiling ha iya.","When Saul was told that David had fled to Gath, he no longer searched for him."
"Sanglit iginhatag ha iya ni Aquis an bungto han Siclag, ngan tungod hini gintag-iya an Siclag han kahadian han Juda tikang pa hadto.","So on that day Achish gave him Ziklag, and it has belonged to the kings of Judah ever since."
Naukoy hi David didto ha Filistia sulod hin 16 ka bulan.,David lived in Philistine territory a year and four months.
Nagkatirok an Filisteohanon nga mga sondalo ngan nagkampo hira hirani han bungto han Sunem; gintirok man ni Saul an mga Israelita ngan nagkampo hira didto han bukid han Gilboa.,"The Philistines assembled and came and set up camp at Shunem, while Saul gathered all Israel and set up camp at Gilboa."
"Han paghikit-i ni Saul han Filisteohanon nga kasondalohan nahadlok hiya hin duro,","When Saul saw the Philistine army, he was afraid; terror filled his heart."
"sanglit nagpakiana hiya han Ginoo kon ano an iya pagbubuhaton. Kundi waray gud pamatii hiya han Ginoo , bisan pinaagi hin mga inop, o hin paggamit hin Urim ug Tumim, o hin mga manaragna.","He inquired of the Lord , but the Lord did not answer him by dreams or Urim or prophets."
"Niyan nagsumpa hi Saul ngan nagsiring, “Ha ngaran han buhi nga Ginoo nagsasaad ako nga diri ka kakastigohon tungod hini nga imo ginbubuhat.”","Saul swore to her by the Lord , “As surely as the Lord lives, you will not be punished for this.”"
"Nagpakiana an babaye, “Hin-o man an akon tatawgon para ha imo?” “Hi Samuel,” binmaton hiya.","Then the woman asked, “Whom shall I bring up for you?” “Bring up Samuel,” he said."
"Han pakakita la han babaye kan Samuel, kinmurinit hiya ngan nagsiring kan Saul, “Kay ano nga ginlimbongan mo ako? Amo ka hi Hadi Saul!”","When the woman saw Samuel, she cried out at the top of her voice and said to Saul, “Why have you deceived me? You are Saul!”"
"“Ayaw kahadlok!” nagsiring ha iya an hadi. “Ano an imo hinkit-an?” Binmaton hiya, “Hinkit-an ko in usa nga espiritu nga nagawas tikang han tuna.”","The king said to her, “Don’t be afraid. What do you see?” The woman said, “I see a ghostly figure coming up out of the earth.”"
"Nagsiring hi Samuel, “Kay ano nga nagsangpit ka ha akon kon ginbayaan ka na man han Ginoo ngan kaaway mo na hiya?","Samuel said, “Why do you consult me, now that the Lord has departed from you and become your enemy?"
Ginbuhat ha imo han Ginoo an iya iginsumat ha imo pinaagi ha akon: ginkuha niya an ginhadian ha imo ngan iginhatag ini ngadto kan David.,The Lord has done what he predicted through me. The Lord has torn the kingdom out of your hands and given it to one of your neighbors—to David.
Ginsupak mo an sugo han Ginoo ngan waray mo pagpuoha an mga Amalekanhon ngan an ngatanan nga ira mga butang. Amo ini an ginbubuhat han Ginoo ha imo yana.,"Because you did not obey the Lord or carry out his fierce wrath against the Amalekites, the Lord has done this to you today."
"Ha kadagmitan nag-ihaw an babaye hin usa nga pinatambok niya nga nati nga baka. Niyan kinmuha hiya hin harina, ginmasa ini ngan naghimo hin tinapay nga waray patubo.","The woman had a fattened calf at the house, which she butchered at once. She took some flour, kneaded it and baked bread without yeast."
"Igindurot niya an pagkaon ha atubangan ni Saul ngan han iya mga opisyal, ngan nangaon hira. Ngan linmakat hira hito ngahaw nga gab-i.","Then she set it before Saul and his men, and they ate. That same night they got up and left."
"Gintirok han mga Filisteohanon an ngatanan nira nga mga sondalo didto ha Afec, samtang nagkampo an mga Israelita didto han burabod ha Kahamub-an han Jezrael.","The Philistines gathered all their forces at Aphek, and Israel camped by the spring in Jezreel."
"Nagkagawas an lima nga kahadian nga Filisteohanon, upod an ira mga hugpo hin tinaggatos ngan hin tinagyukot nga mga tawo; nakadto ha orhe hi David ngan han iya mga tawo, kaupod hi Hadi Aquis.","As the Philistine rulers marched with their units of hundreds and thousands, David and his men were marching at the rear with Achish."
"Labot pa, amo ini hi David nga ginkanta han kababayen-an han nagsasarayaw hira, ‘Nakamatay hi Saul hin yinukot, kundi nakamatay hi David hin tinagnapulo ka yukot.’”","Isn’t this the David they sang about in their dances: “ ‘Saul has slain his thousands, and David his tens of thousands’?”"
"Sanglit uli nala anay ha maupay nga paglakat, ngan ayaw pagbuhat hin bisan ano nga makakapabido ha ira.”",Now turn back and go in peace; do nothing to displease the Philistine rulers.”
"Sanglit, David, buwas han aga, ha pagpawa gudla, pagkabuhat kamo hin sayo ngan pagkalakat kamo ngatanan nga binmaya kan Saul ngan kinmanhi ha akon.”","Now get up early, along with your master’s servants who have come with you, and leave in the morning as soon as it is light.”"
"Sanglit sayo pa han pagkaaga nagkalakat hira David ngan an iya mga tawo hin pagbalik ngadto ha Filistia, ngan nagpadayon an mga Filisteohanon ngadto ha Jezrael.","So David and his men got up early in the morning to go back to the land of the Philistines, and the Philistines went up to Jezreel."
"Paglabay hin duha ka adlaw inmabot hi David ngan an iya mga tawo ha Siclag. Ginsulong han mga Amalekanhon an timogan han Juda ngan han Siclag. Ginsunog nira an bungto,","David and his men reached Ziklag on the third day. Now the Amalekites had raided the Negev and Ziklag. They had attacked Ziklag and burned it,"
"ngan ginbihag an ngatanan nga kababayen-an; waray nira ginpatay nga tawo, kundi gindara nira an ngatanan.","and had taken captive the women and everyone else in it, both young and old. They killed none of them, but carried them off as they went on their way."
"Nagtangis hira David ngan an iya mga tawo, ngan waray hira umundang ngada han panluya nira.",So David and his men wept aloud until they had no strength left to weep.
"Ginbihag bisan an duha nga asawa ni David, hira Ahinoam ug Abigail.","David’s two wives had been captured—Ahinoam of Jezreel and Abigail, the widow of Nabal of Carmel."
"Nagsiring hi David kan Abiatar nga padi, nga anak ni Ahimelec, “Dad-a ha akon an efod.” Ngan gindara ini ni Abiatar ngadto ha iya.","Then David said to Abiathar the priest, the son of Ahimelek, “Bring me the ephod.” Abiathar brought it to him,"
"Sanglit nagkalakat hira David ngan han iya 600 nga mga tawo. Pag-abot nira ha Sapa han Besor, nagpabilin didto an iba ha ira.","David and the six hundred men with him came to the Besor Valley, where some stayed behind."
"Nagpadayon hi David han iya paglanat upod an 400 na la nga mga tawo kay uraura na hin kamaluya an 200 nga mga tawo hin pagtabok han sapa, sanglit pinmabilin hira.","Two hundred of them were too exhausted to cross the valley, but David and the other four hundred continued the pursuit."
"Hin-agian han mga tawo nga kaupod ni David in usa nga lalakehay nga Ehiptohanon didto ha kaumhan ngan gindara hiya ngadto kan David. Ginpakaon ngan ginpainom hiya nira,",They found an Egyptian in a field and brought him to David. They gave him water to drink and food to eat—
"Ginsulong namon an katunaan han mga Cretanhon didto han timogan nga dapit han Juda ngan an katunaan han banay ni Caleb, ngan ginsulong namon an Siclag.”","We raided the Negev of the Kerethites, some territory belonging to Judah and the Negev of Caleb. And we burned Ziklag.”"
"Nabawi ni David an ngatanan nga mga tawo ngan an ngatanan nga natikas han mga Amalekanhon, upod an iya duha nga asawa.","David recovered everything the Amalekites had taken, including his two wives."
"Waray gud kulang bisan usa; nabawi ni David an ngatanan nga mga anak han iya mga tawo, ngan an ngatanan nga tinikas han mga Amalekanhon.","Nothing was missing: young or old, boy or girl, plunder or anything else they had taken. David brought everything back."
"Nabawi liwat niya an ngatanan nga mga panon hin kakarnerohan ngan kabakahan; ginpauna ha ira an ngatanan nga kabakahan ngan nagsiring hira, “Kan David ini!”","He took all the flocks and herds, and his men drove them ahead of the other livestock, saying, “This is David’s plunder.”"
"Ginhimo ini ni David nga usa nga balaod, ngan ginsunod ini han mga Israelita tikang hadto.",David made this a statute and ordinance for Israel from that day to this.
"Iginpadara ini niya ngadto han mga tawo han Betel, ngadto han mga tawo han Rama didto han timogan nga bahin han Juda, ngan ngadto han mga tawo han mga bungto han Jatir,","David sent it to those who were in Bethel, Ramoth Negev and Jattir;"
"Aroer, Sifmot, Estemoa,","to those in Aroer, Siphmoth, Eshtemoa"
"ug Racal; ha banay ni Jerameel, ha mga Kenitanhon;",and Rakal; to those in the towns of the Jerahmeelites and the Kenites;
"ngan ha mga tawo han mga bungto han Horma, Borasan, Atac,","to those in Hormah, Bor Ashan, Athak"
ug Hebron. Iginpadara ini niya ha ngatanan nga mga dapit nga nahingadtoan niya ngan han iya mga tawo.,and Hebron; and to those in all the other places where he and his men had roamed.
"Kundi hin-abutan hira han mga Filisteohanon, ngan ginpatay hira Jonatan, Abinadab, ug Malquisua, an tulo nga mga anak ni Saul.","The Philistines were in hot pursuit of Saul and his sons, and they killed his sons Jonathan, Abinadab and Malki-Shua."
"Naalikosan hi Saul han iya mga kaaway, ngan naigo hiya hin mga pana ngan grabe an iya mga samad.","The fighting grew fierce around Saul, and when the archers overtook him, they wounded him critically."
"Hinkit-an han batan-on nga patay na hi Saul, sanglit nag-unay liwat hiya han iya kalugaringon nga espada ngan namatay hiya upod kan Saul.","When the armor-bearer saw that Saul was dead, he too fell on his sword and died with him."
"Amo ini an kaagi han kamatay ni Saul, han iya tulo nga mga anak nga kalalaken-an, ngan han batan-on nga lalake; nagkamamatay hito nga adlaw an ngatanan nga mga tawo ni Saul.",So Saul and his three sons and his armor-bearer and all his men died together that same day.
"Niyan iginbutang nira an mga hinganiban ni Saul didto han templo han diyosa nga hi Astarte, ngan iginraysang nira an iya lawas ngadto han pader han syudad han Betsan.",They put his armor in the temple of the Ashtoreths and fastened his body to the wall of Beth Shan.
"Han paghibaro la han mga tawo han Jabes didto ha Galaad han ginbuhat han mga Filisteohanon kan Saul,","When the people of Jabesh Gilead heard what the Philistines had done to Saul,"
Katapos ginkuha nira an mga tul-an ngan iginlubong ini didto han bungto han Jabes ha puno han kahoy nga tuog ngan nagpuasa hira sulod hin pito ka adlaw.,"Then they took their bones and buried them under a tamarisk tree at Jabesh, and they fasted seven days."
"Tikang kan Pablo, Silas ug Timoteo— Ngadto han mga kaapi han singbahan ha Tesalonica, nga mga sakop han Dyos nga Amay ngan han Ginoo Jesu-Cristo: Maiyo unta an grasya ngan an kamurayaw.","Paul, Silas and Timothy, To the church of the Thessalonians in God the Father and the Lord Jesus Christ: Grace and peace to you."
"Dayuday nagpapasalamat kami han Dyos tungod ha iyo ngatanan, ngan dayuday ilinalakip kamo namon dida ha amon mga pag-ampo.",We always thank God for all of you and continually mention you in our prayers.
"Kabugtoan, maaram kami nga an Dyos nahigugma ha iyo ngan ginpili kamo nga magin iya kalugaringon.","For we know, brothers and sisters loved by God, that he has chosen you,"
"Ginsubad niyo kami ngan an Ginoo; ngan bisan kon nag-antos gud kamo, ginkarawat niyo gihapon an mensahe, upod an kalipay nga natikang han Espiritu Santo.","You became imitators of us and of the Lord, for you welcomed the message in the midst of severe suffering with the joy given by the Holy Spirit."
Sanglit nahimo kamo nga susbaranan han ngatanan nga mga magtinuohon ha Macedonia ngan ha Acaya.,And so you became a model to all the believers in Macedonia and Achaia.
"Kabugtoan, maaram kamo ngahaw nga waray makawang an amon pagduaw ha iyo.","You know, brothers and sisters, that our visit to you was not without results."
"Diri sayop an amon pagwali ug diri maraot an amon hangyo ha iyo, ngan waray kami maglimbong bisan kan kanay.","For the appeal we make does not spring from error or impure motives, nor are we trying to trick you."
"Maaram na man kamo nga waray kami pakada hin pag-ulog-ulog ha iyo, ngan waray kami gamit hin mga pulong nga basi la katabonan an amon kahalot. An Dyos amo an amon saksi!","You know we never used flattery, nor did we put on a mask to cover up greed—God is our witness."
"Waray kami pagtinguha nga pagdayawon kami han mga tawo, ma tikang ha iyo o ma tikang han iba,","We were not looking for praise from people, not from you or anyone else, even though as apostles of Christ we could have asserted our authority."
"Kamo ug an Dyos amo an mga saksi, nga an amon panggawi ngada ha iyo nga mga magtinuohon putli, matadong, ngan waray sadang ikasuson.","You are witnesses, and so is God, of how holy, righteous and blameless we were among you who believed."
Sayod man kamo nga gintagad namon an tagsa ha iyo sugad gud han pagtagad hin usa nga amay han iya mga anak.,"For you know that we dealt with each of you as a father deals with his own children,"
"Gindasig ngan ginliaw kamo namon, ngan ginsagdonan kamo namon pag-ukoy hin kinabuhi nga nakakalipay han Dyos nga amo an nagtatawag ha iyo basi kamo makaangbit han iya Ginhadian ngan himaya.","encouraging, comforting and urging you to live lives worthy of God, who calls you into his kingdom and glory."
"nga nagpatay han Ginoo nga Jesus ngan han mga manaragna, ngan amo liwat an nagbukod ha amon. Diri gud hira nakakalipay han Dyos! Mga kaaway hira han ngatanan nga mga tawo!",who killed the Lord Jesus and the prophets and also drove us out. They displease God and are hostile to everyone
"Karuyag namon bumalik ha iyo. Nagtinguha ako, hi Pablo, pagbalik ngada ha iyo diri la makausa, kundi gin-ulang kami ni Satanas.","For we wanted to come to you—certainly I, Paul, did, again and again—but Satan blocked our way."
"Kay kamo gudla an amon paglaom, an amon kalipay, ngan an hinungdan han amon pagparayaw han amon pagdarag-an ha atubangan han aton Ginoo nga Jesus kon bumalik na hiya.","For what is our hope, our joy, or the crown in which we will glory in the presence of our Lord Jesus when he comes? Is it not you?"
Kamo gud an amon sadang iparayaw ngan ikalipay!,"Indeed, you are our glory and joy."
"Sanglit han waray na kami makakailob hini nga kamingaw, nagpabilin kami la ha Atenas,","So when we could stand it no longer, we thought it best to be left by ourselves in Athens."
basi waray usa ha iyo in magtalaw tungod hini nga mga pagpakurii ha aton. Maaram kamo ngahaw nga ini nga pagpakurii ha aton kanan Dyos ini kaburut-on.,so that no one would be unsettled by these trials. For you know quite well that we are destined for them.
"Kay han nakada pa kami ha iyo, ginsumatan kamo namon ngadaan nga pagpapakurian gud kita; ngan sumala han iyo nahibaroan, amo gud ini an nahinabo.","In fact, when we were with you, we kept telling you that we would be persecuted. And it turned out that way, as you well know."
"Sanglit, kabugtoan, ha butnga han amon mga kakurian ngan pag-antos, nadasig kami tungod han iyo pagtoo,","Therefore, brothers and sisters, in all our distress and persecution we were encouraged about you because of your faith."
kay yana nakakaginhawa na kami hin maupay kay marig-on an iyo pagtindog dida ha pag-alagad han Ginoo.,"For now we really live, since you are standing firm in the Lord."
Yana makakagpasalamat na kami han Dyos tungod ha iyo. Nagpapasalamat kami tungod han amon kalipay ha atubangan han amon Dyos tungod ha iyo.,How can we thank God enough for you in return for all the joy we have in the presence of our God because of you?
"Kinasingkasing an amon pangamuyo ha iya adlaw-gab-i, nga magkirigta kita ngan makahatag kami han ginkikinahanglan han iyo pagtoo.",Night and day we pray most earnestly that we may see you again and supply what is lacking in your faith.
Ihatag unta ha amon han aton Dyos ngan Amay ngan han aton Ginoo nga Jesus an higayon hin pagduaw ha iyo!,Now may our God and Father himself and our Lord Jesus clear the way for us to come to you.
"Patuboon unta han Ginoo an iyo paghigugmaay ha iyo ngahaw ngan ha ngatanan nga mga tawo, ngan masugad unta ito kadako han amon paghigugma ha iyo.","May the Lord make your love increase and overflow for each other and for everyone else, just as ours does for you."
"Kay maaram na man kamo han mga tugon nga iginhatag namon ha iyo, pinaagi han pagburot-an han Ginoo nga Jesus.",For you know what instructions we gave you by the authority of the Lord Jesus.
Amo ini an kaburut-on han Dyos ha iyo: karuyag niya nga magbaraan ngan magkalikay gud kamo han kalaw-ayan.,It is God’s will that you should be sanctified: that you should avoid sexual immorality;
"Kinahanglan mahibaro an tagsa ha iyo nga mga lalake hin pagdumara hin asawa ha baraan ngan dungganan nga paagi,","that each of you should learn to control your own body in a way that is holy and honorable,"
"nga diri inupdan hin malaw-ay nga ungara, sugad han ginbubuhat han mga tawo nga diri nakilala han Dyos.","not in passionate lust like the pagans, who do not know God;"
"Gintawag kita han Dyos basi mag-ukoy kita dida hin kinabuhi nga baraan, diri ha kalaw-ayan.","For God did not call us to be impure, but to live a holy life."
"Sanglit, kon hin-o in magsalikway hini nga pagturon-an, diri nagsasalikway hin tawo, kundi han Dyos nga nahatag ha iyo han iya Espiritu Santo.","Therefore, anyone who rejects this instruction does not reject a human being but God, the very God who gives you his Holy Spirit."
Waray na kinahanglan hin pagsurat pa ha iyo mahitungod hin paghigugma han iyo igkasi matinuohon. Igintutdo na ha iyo han Dyos kon uunanhon niyo paggihigugmaay.,"Now about your love for one another we do not need to write to you, for you yourselves have been taught by God to love each other."
"Ngan ginbuhat na ini niyo ha ngatanan nga kabugtoan ha bug-os nga Macedonia. Sanglit, kabugtoan, nahangyo kami ha iyo nga malarolabaw pa an iyo paggihigugmaay.","And in fact, you do love all of God’s family throughout Macedonia. Yet we urge you, brothers and sisters, to do so more and more,"
"Tinguhaa niyo an pag-ukoy hin malinawon, pagpanimangno han iyo kalugaringon nga panginabuhi, sugad han iginsiring namon ha iyo hadto.","and to make it your ambition to lead a quiet life: You should mind your own business and work with your hands, just as we told you,"
"Dida hini nga paagi, tatahoron kamo hadton diri mga magtinuohon ngan diri na kamo matapod bisan kan kanay han iyo mga kinahanglanon.",so that your daily life may win the respect of outsiders and so that you will not be dependent on anybody.
"Kabugtoan, karuyag namon nga mahibaroan niyo an kamatuoran mahitungod han mga nagkamatay na, basi diri kamo magmabidoon, sugad hadton mga tawo nga waray paglaom.","Brothers and sisters, we do not want you to be uninformed about those who sleep in death, so that you do not grieve like the rest of mankind, who have no hope."
Natoo kita nga namatay hi Jesus ngan nabanhaw liwat. Sanglit natoo man kita nga pagbabanhawon han Dyos upod kan Jesus adton ngatanan nga nagkamatay nga natoo ha iya.,"For we believe that Jesus died and rose again, and so we believe that God will bring with Jesus those who have fallen asleep in him."
"Niyan, babayawon upod ha ira ngadto ha mga dampog kita nga mga buhi pa hadto nga panahon, pagtapo han Ginoo didto ha panganuron, ngan diri na kita mahibubulag han Ginoo.","After that, we who are still alive and are left will be caught up together with them in the clouds to meet the Lord in the air. And so we will be with the Lord forever."
"Sanglit, pagdinasigay kamo tungod hini nga mga pulong.",Therefore encourage one another with these words.
"Kabugtoan, waray na kinahanglan nga magsurat pa ako ha iyo mahitungod han mga takna ngan mga panahon, kon san-o mahinanabo ini nga mga butang.","Now, brothers and sisters, about times and dates we do not need to write to you,"
Kay maaram gud kamo ngahaw nga maabot an Adlaw han Ginoo sugad hin pag-abot hin kawatan ha kagab-ihon.,for you know very well that the day of the Lord will come like a thief in the night.
"Kundi, kabugtoan, diri na kamo aada ha kasisidman, sanglit diri na kamo hikakalitan hito nga Adlaw nga maabot sugad hin kawatan.","But you, brothers and sisters, are not in darkness so that this day should surprise you like a thief."
"Kamo ngatanan nga mga tawo nga sakop han kapawa, ngan sakop han adlaw; diri kita sakop han kagab-ihon o han kasisidman.",You are all children of the light and children of the day. We do not belong to the night or to the darkness.
Sanglit kinahanglan diri kita mangaturog sugad han iba; kundi kinahanglan mag-agma kita ngan magmalinaw an panhunahuna.,"So then, let us not be like others, who are asleep, but let us be awake and sober."
