ceb,en
"Kay ako saksi nga sumala sa ilang maabot, ug labaw pa gani, sila mihatag nga kinabubut-on,","For I testify that they gave as much as they were able, and even beyond their ability. Entirely on their own,"
uban sa mapugsanong paghangyo kanamo nga kahatagan sa katungod sa pagpakig-ambit sa pagtabang sa mga balaan.,they urgently pleaded with us for the privilege of sharing in this service to the Lord’s people.
"Kay kon anaa ang pagkamatinguhaon, kini kahimut-an sumala sa unsay anaa sa tawo, dili sumala sa unsay wala kaniya.","For if the willingness is there, the gift is acceptable according to what one has, not according to what one does not have."
"Sumala sa nasulat, “Siya nga nagtigom ug daghan wala maghingapin ug siya nga nagtigom ug diyotay wala makulangi.”","as it is written: “The one who gathered much did not have too much, and the one who gathered little did not have too little.”"
Salamat sa Dios nga nagbutang diha sa kasingkasing ni Tito sa sama ka matinud-anong pagtagad alang kaninyo.,"Thanks be to God, who put into the heart of Titus the same concern I have for you."
Kami naglikay aron walay mamasangil kanamo mahitungod niining dakong gasa nga among gidumala.,We want to avoid any criticism of the way we administer this liberal gift.
"Karon dili na kinahanglan nga magsulat pa ako kaninyo mahitungod sa papangalagad ngadto sa mga balaan,",There is no need for me to write to you about this service to the Lord’s people.
"Sumala sa nasulat, “Siya nagsabwag, naghatag ngadto sa mga kabos; ang iyang pagkamatarong nagpabilin sa walay kataposan.”",As it is written: “They have freely scattered their gifts to the poor; their righteousness endures forever.”
Salamat sa Dios tungod sa iyang gasa nga dili maasoy!,Thanks be to God for his indescribable gift!
"Kay bisan tuod ug kami nagkinabuhi nga unodnon, wala kami makiggubat sumala sa unod,","For though we live in the world, we do not wage war as the world does."
"Ug kami andam sa pagsilot sa tanang pagsupil, sa dihang mahingpit ang inyong pagkamasinugtanon.","And we will be ready to punish every act of disobedience, once your obedience is complete."
Dili ako buot nga masabot nga nanghadlok kaninyo pinaagi sa mga sulat.,I do not want to seem to be trying to frighten you with my letters.
Buot unta ako nga kamo moantos kanako sa usa ka gamayng binuang! Apan antosa lang gayod ninyo kini uban kanako!,"I hope you will put up with me in a little foolishness. Yes, please put up with me!"
Kay sa akong hunahuna sa bisan unsang paagi wala ako maulahi niining mga hawod nga mga apostoles.,I do not think I am in the least inferior to those “super-apostles.”
Ngano man? Tungod ba kay wala ako mahigugma kaninyo? Ang Dios nasayod.,Why? Because I do not love you? God knows I do!
"Ug kini dili angay ikahibulong, kay bisan gani si Satanas nagtakoban man sa iyang kaugalingon ingon nga anghel sa kahayag.","And no wonder, for Satan himself masquerades as an angel of light."
"Ug kay daghan man ang nagpasigarbo sumala sa unod, ako usab magpasigarbo.","Since many are boasting in the way the world does, I too will boast."
"Kay sa inyong pagkamaalamon, malipayon kamong nagpailob sa mga buangbuang!",You gladly put up with fools since you are so wise!
Mga Hebreo ba sila? Mao usab ako. Mga Israelinhon ba sila? Mao usab ako. Mga kaliwat ba sila ni Abraham? Mao usab ako.,Are they Hebrews? So am I. Are they Israelites? So am I. Are they Abraham’s descendants? So am I.
"Sa lima ka higayon, ako nakadawat ug kulang na lang ug usa nga makap-atan ka lapdos gikan sa mga Judio.",Five times I received from the Jews the forty lashes minus one.
"Ug gawas sa uban pang mga butang, anaa ang adlaw-adlaw nga kabug-aton tungod sa akong kabalaka alang sa tanang mga iglesia.","Besides everything else, I face daily the pressure of my concern for all the churches."
Kinsa bay huyang ug ako dili usab huyang? Kinsa bay napandol ug ako wala mosilaob?,"Who is weak, and I do not feel weak? Who is led into sin, and I do not inwardly burn?"
"Kon kinahanglan man ako nga magpasigarbo, maoy akong ipasigarbo ang mga butang nga nagpadayag sa akong kahuyang.","If I must boast, I will boast of the things that show my weakness."
"Ang Dios ug Amahan sa Ginoong Jesus, siya nga dalaygon hangtod sa kahangtoran, nasayod nga ako wala magbakak.","The God and Father of the Lord Jesus, who is to be praised forever, knows that I am not lying."
apan gitunton ako sulod sa bukag agi sa bintana sa paril ug nakaikyas ako gikan sa iyang mga kamot.,But I was lowered in a basket from a window in the wall and slipped through his hands.
"Sa makatulo nag-ampo ako sa Ginoo mahitungod niini, nga unta iyang kuhaon kini gikan kanako,",Three times I pleaded with the Lord to take it away from me.
Nagpahimulos ba ako kaninyo pinaagi ni bisan kinsa kanila nga akong gipadala diha kaninyo?,Did I exploit you through any of the men I sent to you?
Naglaom ako nga inyong masuta nga kami wala mangapakyas.,And I trust that you will discover that we have not failed the test.
"Kay kami walay mahimo batok sa kamatuoran, kondili ang pagdapig lamang sa kamatuoran.","For we cannot do anything against the truth, but only for the truth."
Pagpangumustahay kamo pinaagi sa balaan nga halok.,Greet one another with a holy kiss.
Ang tanang mga balaan nangumosta kaninyo.,All God’s people here send their greetings.
tungod sa kamatuoran nga nagpabilin kanato ug mag-uban kanato hangtod sa kahangtoran:,"because of the truth, which lives in us and will be with us forever:"
kay siya nga mag-abiabi kaniya makig-ambit sa iyang daotan nga binuhatan.,Anyone who welcomes them shares in their wicked work.
Nangumosta kanimo ang mga anak sa pinili nga imong igsoong babaye.,"The children of your sister, who is chosen by God, send their greetings."
Ang grasya ug kalinaw ipadagaya unta alang kaninyo diha sa inyong kahibalo sa Dios ug kang Jesus nga atong Ginoo.,Grace and peace be yours in abundance through the knowledge of God and of Jesus our Lord.
"ug sa pagkadiosnon ang pagbati nga inigsoon, ug sa pagbati nga inigsoon ang gugma.","and to godliness, mutual affection; and to mutual affection, love."
"Akong giisip nga matarong ang pagdasig kaninyo pinaagi sa pagpahinumdom, samtang ania pa ako niining lawas,","I think it is right to refresh your memory as long as I live in the tent of this body,"
"Kami nakabati gayod sa maong tingog gikan sa langit, sa dihang kami uban kaniya didto sa bukid nga balaan.",We ourselves heard this voice that came from heaven when we were with him on the sacred mountain.
pinaagi niini ang kalibotan nga diha kaniadto gilunopan sa tubig ug nalaglag.,By these waters also the world of that time was deluged and destroyed.
"Apan sumala sa iyang saad, kita nagpaabot sa bag-ong kalangitan ug usa ka bag-ong yuta diin magpuyo ang pagkamatarong.","But in keeping with his promise we are looking forward to a new heaven and a new earth, where righteousness dwells."
"Si David miingon kaniya, “Diin ikaw gikan?” Ug siya miingon kaniya, “Nakaikyas ako gikan sa kampo sa Israel.”","“Where have you come from?” David asked him. He answered, “I have escaped from the Israelite camp.”"
"Ug sa pagtan-aw niya sa iyang luyo, nakita ako niya ug mitawag siya kanako. Ug ako mitubag, ‘Ania ako.’","When he turned around and saw me, he called out to me, and I said, ‘What can I do?’"
"Ug siya miingon kanako, ‘Kinsa ka ba?’ Ug ako mitubag kaniya, ‘Ako usa ka Amalekanhon.’","“He asked me, ‘Who are you?’ “ ‘An Amalekite,’ I answered."
"Si David miingon kaniya, “Ngano nga wala ka mahadlok sa paggamit sa imong kamot sa paglaglag sa dinihogan sa Ginoo”","David asked him, “Why weren’t you afraid to lift your hand to destroy the Lord ’s anointed?”"
"Si David nagbangutan uban niining pagbangutan alang kang Saul ug alang kang Jonatan nga iyang anak,","David took up this lament concerning Saul and his son Jonathan,"
"(ug siya misugo nga ang “Awit sa Pana” itudlo ngadto sa katawhan sa Juda; kini nasulat sa Basahon ni Jasar). Siya miingon,",and he ordered that the people of Judah be taught this lament of the bow (it is written in the Book of Jashar):
Pito ka tuig ug unom ka bulan nga si David naghari didto sa Hebron ibabaw sa banay ni Juda.,The length of time David was king in Hebron over Judah was seven years and six months.
"Si Abner nga anak ni Ner ug ang mga sulugoon ni Isboset nga anak ni Saul, mibiya sa Mahanaim ug miadto sa Gibeon.","Abner son of Ner, together with the men of Ish-Bosheth son of Saul, left Mahanaim and went to Gibeon."
"Ug gigukod ni Asahel si Abner, ug samtang naggukod siya, wala siya motipas sa tuo o sa wala sa paggukod kang Abner.","He chased Abner, turning neither to the right nor to the left as he pursued him."
"Unya si Abner milingi sa likod niya, ug miingon, “Ikaw ba si Asahel?” Ug siya mitubag, “Ako kini.”","Abner looked behind him and asked, “Is that you, Asahel?” “It is,” he answered."
"Busa gipatingog ni Joab ang trumpeta, ug ang tibuok katawhan nanghunong ug wala na mogukod sa Israel o makig-away pa sila.","So Joab blew the trumpet, and all the troops came to a halt; they no longer pursued Israel, nor did they fight anymore."
Apan ang mga sulugoon ni David nakapatay ug 360 sa mga tawo ni Benjamin nga mga sakop ni Abner.,But David’s men had killed three hundred and sixty Benjamites who were with Abner.
"Ang ikaupat mao si Adonias nga anak ni Hagit, ug ang ikalima mao si Sefatias nga anak ni Abital.","the fourth, Adonijah the son of Haggith; the fifth, Shephatiah the son of Abital;"
"Ang ikaunom mao si Itream, kang Egla nga asawa ni David. Kini sila ang nangatawo kang David didto sa Hebron.","and the sixth, Ithream the son of David’s wife Eglah. These were born to David in Hebron."
Ug si Isboshet wala makatubag kang Abner ug laing pulong tungod kay nahadlok siya kaniya.,"Ish-Bosheth did not dare to say another word to Abner, because he was afraid of him."
Ug si Isboset nagpaadto ug mipakuha kaniya gikan sa iyang bana nga si Paltiel nga anak ni Lais.,So Ish-Bosheth gave orders and had her taken away from her husband Paltiel son of Laish.
"Ug ang hari nagbangutan alang kang Abner ug miingon, “Mamatay ba si Abner sama sa pagkamatay sa usa ka buang?",The king sang this lament for Abner: “Should Abner have died as the lawless die?
ug ang mga taga-Beerot nangagiw ngadto sa Gitaim ug nahimong mga langyaw didto hangtod niining adlawa).,because the people of Beeroth fled to Gittaim and have resided there as foreigners to this day.
"Si David 30 ka tuig ang panuigon sa diha nga siya misugod sa paghari, ug siya naghari sulod sa 40 ka tuig.","David was thirty years old when he became king, and he reigned forty years."
"Bisan pa niana giilog ni David ang kuta sa Zion, nga mao ang siyudad ni David.","Nevertheless, David captured the fortress of Zion—which is the City of David."
"Ug si David nag-anam ug kabantogan kay ang Ginoo , ang Dios sa mga panon nag-uban man kaniya.","And he became more and more powerful, because the Lord God Almighty was with him."
"Ug kini mao ang mga ngalan niadtong mga natawo kaniya didto sa Jerusalem: si Samua, si Sobab, si Natan, si Solomon,","These are the names of the children born to him there: Shammua, Shobab, Nathan, Solomon,"
"si Ibhar, si Elisua, si Nefeg, si Jafia,","Ibhar, Elishua, Nepheg, Japhia,"
"si Elisama, si Eliada ug si Elifelet.","Elishama, Eliada and Eliphelet."
Karon ang mga Filistihanon nangadto ug nagkatag diha sa walog sa Refaim.,Now the Philistines had come and spread out in the Valley of Rephaim;
Ang mga Filistihanon miabot pa gayod pag-usab ug nagkatag sa ilang kaugalingon diha sa walog sa Refaim.,Once more the Philistines came up and spread out in the Valley of Rephaim;
"Gitigom na usab ni David ang tanang mga piniling tawo sa Israel, 30,000 ka tawo.",David again brought together all the able young men of Israel—thirty thousand.
"uban ang sudlanan sa kasabotan sa Dios, ug si Ahio maoy nag-una.","with the ark of God on it, and Ahio was walking in front of it."
Ug si David misayaw sa atubangan sa Ginoo sa tibuok niyang kusog ug si David gibaksan ug usa ka lino nga ephod.,"Wearing a linen ephod, David was dancing before the Lord with all his might,"
Ug si Mical nga anak ni Saul walay anak hangtod sa adlaw sa iyang kamatayon.,And Michal daughter of Saul had no children to the day of her death.
"Ug si Nathan miingon sa hari, “Lakaw, buhata ang tanan nga anaa sa imong kasingkasing kay ang Ginoo anaa uban kanimo.”","Nathan replied to the king, “Whatever you have in mind, go ahead and do it, for the Lord is with you.”"
"Apan niadtong gabhiona ang pulong sa Ginoo miabot kang Natan,","But that night the word of the Lord came to Nathan, saying:"
"Magtukod siya ug usa ka balay alang sa akong ngalan, ug lig-onon nako ang trono sa iyang gingharian hangtod sa kahangtoran.","He is the one who will build a house for my Name, and I will establish the throne of his kingdom forever."
"Sumala niining tanang mga pulong, ug sumala niining tanang mga panan-awon, si Natan nakigsulti kang David.",Nathan reported to David all the words of this entire revelation.
"Ug unsa pa ang ikasulti ni David kanimo? Kay ikaw nakaila sa imong sulugoon, O Ginoong Dios!","“What more can David say to you? For you know your servant, Sovereign Lord ."
"Ug gikuha ni David ang mga taming nga bulawan nga gidala sa mga sulugoon ni Hadadeser, ug gidala kini ngadto sa Jerusalem.",David took the gold shields that belonged to the officers of Hadadezer and brought them to Jerusalem.
"Ug gikan sa Beta ug gikan sa Berotai nga mga siyudad ni Hadadeser, si Hari David nakakuha ug daghan kaayong bronsi.","From Tebah and Berothai, towns that belonged to Hadadezer, King David took a great quantity of bronze."
"Sa diha nga si Toi nga hari sa Hamat nakadungog nga gibuntog ni David ang tibuok kasundalohan ni Hadadeser,","When Tou king of Hamath heard that David had defeated the entire army of Hadadezer,"
"si Zadok nga anak ni Ahitub ug si Ahimelek nga anak ni Abiatar mao ang mga pari, si Seraias mao ang sekretaryo,",Zadok son of Ahitub and Ahimelek son of Abiathar were priests; Seraiah was secretary;
Gipakuha siya ni Hari David gikan sa balay ni Makir nga anak ni Amiel sa Lodebar.,"So King David had him brought from Lo Debar, from the house of Makir son of Ammiel."
Busa si Mefiboset mipuyo sa Jerusalem ug siya nagkaon kanunay diha sa lamisa sa hari. Ug siya piang sa duha ka tiil.,"And Mephibosheth lived in Jerusalem, because he always ate at the king’s table; he was lame in both feet."
"Human niini ang hari sa mga Amonihanon namatay, ug si Hanun nga iyang anak nga lalaki naghari puli kaniya.","In the course of time, the king of the Ammonites died, and his son Hanun succeeded him as king."
"Sa pagkadungog ni David niini, iyang gipadala si Joab ug ang tanan nga panon sa mga kusgan nga tawo.","On hearing this, David sent Joab out with the entire army of fighting men."
Busa si Joab ug ang katawhan nga uban kaniya midasdas sa gubat batok sa mga Sirianhon ug sila nanagan gikan sa iyang atubangan.,"Then Joab and the troops with him advanced to fight the Arameans, and they fled before him."
"Apan sa pagkakita sa mga Sirianhon nga sila gibuntog sa Israel, nag-usa sila sa pagtigom.","After the Arameans saw that they had been routed by Israel, they regrouped."
"Ug ang babaye nagsamkon, ug siya nagpasugo ug gipasuginlan si David, “Nagsabak ako.”","The woman conceived and sent word to David, saying, “I am pregnant.”"
"Sa pagkabuntag, si David nagsulat ug usa ka sulat ngadto kang Joab ug gipadala kini pinaagi sa kamot ni Uria.",In the morning David wrote a letter to Joab and sent it with Uriah.
Unya si Joab nagsugo ug gipasuginlan si David sa tanang balita mahitungod sa panag-away.,Joab sent David a full account of the battle.
"Ug iyang gisugo ang sulugoon, “Inigkahuman nimo ug sugilon sa tanang balita mahitungod sa panag-away ngadto sa hari,","He instructed the messenger: “When you have finished giving the king this account of the battle,"
Busa ang sinugo miadto ug miabot ug misugilon kang David sa tanan nga gitugon ni Joab kaniya nga isulti.,"The messenger set out, and when he arrived he told David everything Joab had sent him to say."
"Sa pagkadungog sa asawa ni Uria nga si Uria nga iyang bana namatay, siya nagbangutan alang sa iyang bana.","When Uriah’s wife heard that her husband was dead, she mourned for him."
Ang adunahan nga tawo adunay daghan kaayong karnero ug baka.,"The rich man had a very large number of sheep and cattle,"
"Ug kinahanglan nga iyang ulian ug upat ka pilo, tungod kay gibuhat niya kining butanga ug tungod kay siya walay kaluoy.”","He must pay for that lamb four times over, because he did such a thing and had no pity.”"
"Kay ikaw naghimo niana sa tago, buhaton nako kining butanga atubangan sa tibuok nga Israel ug sa adlawng dako.’ ”","You did it in secret, but I will do this thing in broad daylight before all Israel.’ ”"
Unya si Joab nakig-away batok sa mga Amonihanon sa Raba ug nakuha ang harianon nga siyudad.,Meanwhile Joab fought against Rabbah of the Ammonites and captured the royal citadel.
"Busa gitigom ni David ang tanang katawhan, ug miadto sa Raba, ug nakig-away batok niini ug nailog kini.","So David mustered the entire army and went to Rabbah, and attacked and captured it."
"Apan wala siya mamati kaniya, ug tungod kay labaw man siya ka kusgan kay kaniya, iyang gilugos siya ug midulog kaniya.","But he refused to listen to her, and since he was stronger than she, he raped her."
"Sa diha nga si Hari David nakadungog niining tanang mga butanga, siya nasuko sa hilabihan.","When King David heard all this, he was furious."
Karon si Joab nga anak ni Zeruia nakasabot nga ang kasingkasing sa hari atua kang Absalom.,Joab son of Zeruiah knew that the king’s heart longed for Absalom.
Unya lakaw ngadto sa hari ug sultihi niining paagiha.” Gitudloan siya ni Joab kon unsay isulti.,Then go to the king and speak these words to him.” And Joab put the words in her mouth.
"Unya ang hari miingon sa babaye, “Lakaw ngadto sa imong balay ug maghimo ako ug kasugoan mahitungod kanimo.”","The king said to the woman, “Go home, and I will issue an order in your behalf.”"
"Busa si Joab mitindog ug miadto sa Gesur, ug gidala si Absalom ngadto sa Jerusalem.",Then Joab went to Geshur and brought Absalom back to Jerusalem.
"Kang Absalom may nangatawo nga tulo ka anak nga lalaki, ug usa ka anak nga babaye nga ginganlan ug Tamar ug siya maanyag kaayo.","Three sons and a daughter were born to Absalom. His daughter’s name was Tamar, and she became a beautiful woman."
Busa si Absalom mipuyo sa tibuok duha ka tuig didto sa Jerusalem ug wala gayod moadto sa atubangan sa hari.,Absalom lived two years in Jerusalem without seeing the king’s face.
"Ug ang hari miingon kaniya, “Lakaw nga malinawon.” Busa siya mitindog ug miadto sa Hebron.","The king said to him, “Go in peace.” So he went to Hebron."
"Ug ang hari milakaw ug ang tibuok katawhan nagsunod kaniya, ug sila mihunong sa kataposang balay.","So the king set out, with all the people following him, and they halted at the edge of the city."
"Busa gidala ni Zadok ug ni Abiatar ang sudlanan sa kasabotan sa Dios balik ngadto sa Jerusalem, ug sila nagpabilin didto.",So Zadok and Abiathar took the ark of God back to Jerusalem and stayed there.
"Si David miingon kaniya, “Kon ikaw mokuyog kanako, ikaw mahimong usa ka palas-anon alang kanako.","David said to him, “If you go with me, you will be a burden to me."
"Busa si Husai nga higala ni David miadto sa siyudad, sa diha nga si Absalom misulod sa Jerusalem.","So Hushai, David’s confidant, arrived at Jerusalem as Absalom was entering the city."
"Ug ang hari ug ang tibuok katawhan nga uban kaniya, miabot nga luya didto sa Jordan ug didto mipahulay siya.",The king and all the people with him arrived at their destination exhausted. And there he refreshed himself.
"Unya si Absalom ug ang tibuok katawhan, ang mga tawo sa Israel, nangadto sa Jerusalem ug si Ahitofel uban kaniya.","Meanwhile, Absalom and all the men of Israel came to Jerusalem, and Ahithophel was with him."
"Unya si Absalom miingon kang Ahitofel, “Ihatag ang imong tambag; unsay atong buhaton?”","Absalom said to Ahithophel, “Give us your advice. What should we do?”"
Ug ang tambag nakapahimuot pag-ayo kang Absalom ug sa tanang mga kadagkoan sa Israel.,This plan seemed good to Absalom and to all the elders of Israel.
"Unya si Absalom miingon, “Tawga usab si Husai nga Arkihanon ug pamation nato kon unsa usab ang iyang isulti.”","But Absalom said, “Summon also Hushai the Arkite, so we can hear what he has to say as well.”"
"Unya si Husai miingon kang Absalom, “Ang tambag nga gihatag ni Ahitofel niining panahona dili maayo.”","Hushai replied to Absalom, “The advice Ahithophel has given is not good this time."
Unya si David miadto sa Mahanaim. Ug si Absalom mitabok sa Jordan uban sa tanang mga tawo sa Israel.,"David went to Mahanaim, and Absalom crossed the Jordan with all the men of Israel."
Ug ang Israel ug si Absalom nagkampo sa yuta sa Gilead.,The Israelites and Absalom camped in the land of Gilead.
"Busa ang kasundalohan miadto sa kapatagan batok sa Israel, ug ang gubat diha sa kalasangan sa Efraim.","David’s army marched out of the city to fight Israel, and the battle took place in the forest of Ephraim."
Ug napulo ka batan-ong lalaki nga nagdala sa hinagiban ni Joab mialirong kang Absalom ug midunggab kaniya ug mipatay kaniya.,"And ten of Joab’s armor-bearers surrounded Absalom, struck him and killed him."
"Ug ang hari miingon, “Padaplin ug tindog dinhi.” Busa mipadaplin siya ug mibarog.","The king said, “Stand aside and wait here.” So he stepped aside and stood there."
"Kini gisugilon kang Joab, “Tan-awa, ang hari naghilak ug nagbangutan alang kang Absalom.”","Joab was told, “The king is weeping and mourning for Absalom.”"
"Ug ang hari miingon kang Simei, “Ikaw dili mamatay.” Ug ang hari nanumpa kaniya.","So the king said to Shimei, “You shall not die.” And the king promised him on oath."
"Ug ang hari miingon kang Barsilai, “Kuyog kanako ug atimanon ko ikaw uban kanako sa Jerusalem.”","The king said to Barzillai, “Cross over with me and stay with me in Jerusalem, and I will provide for you.”"
Busa si Amasa miadto aron sa pagtawag sa mga tawo sa Juda apan nalangay siya sumala sa panahon nga gitakda kaniya.,"But when Amasa went to summon Judah, he took longer than the time the king had set for him."
"Si Joab mitubag, “Ipalayo kana gikan kanako, ipalayo kana nga ako maglamoy o maglaglag!","“Far be it from me!” Joab replied, “Far be it from me to swallow up or destroy!"
Si Adoram maoy gitugyanan sa mga buhat nga pinugos ug si Jehosafat nga anak ni Ahilud maoy tiglista.,Adoniram was in charge of forced labor; Jehoshaphat son of Ahilud was recorder;
"Si Seva mao ang sekretaryo, ug si Zadok ug si Abiatar mao ang mga pari.",Sheva was secretary; Zadok and Abiathar were priests;
"Ug si Ira nga Jairhanon, mao usab ang pari ni David.",and Ira the Jairite was David’s priest.
"Sa diha nga si David gisuginlan kon unsay gibuhat ni Rispa nga anak ni Aiah, nga puyopuyo ni Saul,","When David was told what Aiah’s daughter Rizpah, Saul’s concubine, had done,"
"Sa dihang gibugalbugalan niya ang Israel, si Jonatan nga anak ni Simeas nga igsoon ni David mipatay kaniya.","When he taunted Israel, Jonathan son of Shimeah, David’s brother, killed him."
"Siya miingon, “Ang Ginoo mao ang akong bato, ug ang akong salipdanan, ug akong manluluwas,","He said: “The Lord is my rock, my fortress and my deliverer;"
"Nagtawag ako sa Ginoo nga takos sa pagdayeg, ug ako naluwas gikan sa akong mga kaaway.","“I called to the Lord , who is worthy of praise, and have been saved from my enemies."
"“Kay ang mga balod sa kamatayon naglibot kanako, ang mga bul-og sa kapildihan mihasmag kanako;",The waves of death swirled about me; the torrents of destruction overwhelmed me.
ang mga higot sa Sheol migapos kanako ang mga lit-ag sa kamatayon miatubang kanako.,The cords of the grave coiled around me; the snares of death confronted me.
"“Unya ang yuta nauyog ug natay-og; ang mga patukoranan sa langit mikurog ug naglinog, tungod kay nasuko siya.","The earth trembled and quaked, the foundations of the heavens shook; they trembled because he was angry."
Gipaus-os niya ang kalangitan ug siya mikanaog; ang hilabihan nga kangitngit diha sa ilalom sa iyang mga tiil.,He parted the heavens and came down; dark clouds were under his feet.
"Misakay siya sa kerubin, ug milupad; siya nakita sa ibabaw sa mga pako sa hangin.",He mounted the cherubim and flew; he soared on the wings of the wind.
"Gihimo nga pandong ang kangitngit nga libot kaniya, ang bagang panganod, ang natigom nga tubig",He made darkness his canopy around him— the dark rain clouds of the sky.
Gikan sa kahayag sa iyang atubangan nagsilaob ang mga baga sa kalayo.,Out of the brightness of his presence bolts of lightning blazed forth.
"Ang Ginoo midahunog gikan sa langit, ug ang Labing Halangdon mipabati sa iyang tingog.",The Lord thundered from heaven; the voice of the Most High resounded.
"Ug siya nagpadala ug mga udyong ug gipatibulaag sila; kilat, ug gibuntog sila.","He shot his arrows and scattered the enemy, with great bolts of lightning he routed them."
"“Siya mikab-ot gikan sa itaas, iya akong gikuha, iya akong gihaw-as gikan sa daghang katubigan.",“He reached down from on high and took hold of me; he drew me out of deep waters.
"Iya akong giluwas gikan sa akong kaaway nga kusgan, gikan kanila nga nagdumot kanako, kay sila gamhanan pa kay kanako.","He rescued me from my powerful enemy, from my foes, who were too strong for me."
Sila miabot kanako sa adlaw sa akong katalagman; apan ang Ginoo mao ang akong kalig-on.,"They confronted me in the day of my disaster, but the Lord was my support."
Iya akong gidala ngadto sa usa ka lapad nga dapit; siya nagluwas kanako tungod kay nahimuot siya kanako.,He brought me out into a spacious place; he rescued me because he delighted in me.
“Ang Ginoo nagganti kanako sumala sa akong pagkamatarong; sumala sa kahinlo sa akong mga kamot iya akong gibalosan.,“The Lord has dealt with me according to my righteousness; according to the cleanness of my hands he has rewarded me.
"Kay gisubay nako ang mga pamaagi sa Ginoo, ug wala mobiya gikan sa akong Dios ngadto sa pagkadaotan.",For I have kept the ways of the Lord ; I am not guilty of turning from my God.
"Kay ang tanan niyang mga tulumanon ania sa akong atubangan, ug sa iyang mga lagda ako wala mobiya.",All his laws are before me; I have not turned away from his decrees.
Walay ikasaway kanako diha sa iyang atubangan ug akong gilikay ang akong kaugalingon gikan sa pagpakasala.,I have been blameless before him and have kept myself from sin.
"Busa ang Ginoo nagbalos kanako sumala sa akong pagkamatarong, sumala sa akong kahinlo diha sa iyang panan-aw.","The Lord has rewarded me according to my righteousness, according to my cleanness in his sight."
"sa mga putli, nagpakita ikaw sa imong kaugalingon nga putli, ug sa mga daotan, nagpakita ikaw sa imong kaugalingon nga sukwahi.","to the pure you show yourself pure, but to the devious you show yourself shrewd."
"Giluwas nimo ang mga mapaubsanon, apan ang imong mga mata anaa sa mga mapahitas-on aron imo silang ipaubos.","You save the humble, but your eyes are on the haughty to bring them low."
"Kay ikaw mao ang akong lampara, O Ginoo, ug ang Ginoo nag-iwag sa akong kangitngit.","You, Lord , are my lamp; the Lord turns my darkness into light."
"Kay pinaagi kanimo ako makadugmok ug usa ka panon nga sundalo, ug pinaagi sa akong Dios ako makalayat sa usa ka kuta.",With your help I can advance against a troop ; with my God I can scale a wall.
"“Kay kinsa ba ang Dios, kondili ang Ginoo ? Ug kinsa bay usa ka bato gawas sa atong Dios?",For who is God besides the Lord ? And who is the Rock except our God?
Ang Dios nga naghatag kanako ug kusog. Ug naghimo sa akong dalan sa hingpit.,It is God who arms me with strength and keeps my way secure.
"Iyang gihimo ang akong mga tiil sama sa mga tiil sa lagsaw, ug siya nanalipod kanako didto sa kabungtoran.",He makes my feet like the feet of a deer; he causes me to stand on the heights.
"Siya nagbansay sa akong mga kamot alang sa gubat, aron nga ang akong mga bukton makabingat sa usa ka bronsi nga pana.",He trains my hands for battle; my arms can bend a bow of bronze.
"Ikaw naghatag kanako sa taming sa imong kaluwasan, ug ang imong tabang nakahimo kanako nga gamhanan.",You make your saving help my shield; your help has made me great.
"Ikaw naghatag kanako ug lapad nga dapit alang sa akong mga lakang, ug ang akong mga tiil wala madalin-as;","You provide a broad path for my feet, so that my ankles do not give way."
"ako migukod sa akong mga kaaway ug milaglag kanila, ug wala mobalik hangtod nga nahurot sila.",“I pursued my enemies and crushed them; I did not turn back till they were destroyed.
ako naglaglag kanila; gipukan nako silang tanan aron dili sila makabangon; sila nangapukan ilalom sa akong mga tiil.,"I crushed them completely, and they could not rise; they fell beneath my feet."
Kay ikaw nagbakos kanako ug kusog alang sa gubat; gipaunlod nimo ubos kanako kadtong mga misulong kanako.,You armed me with strength for battle; you humbled my adversaries before me.
"Ikaw naghimo sa akong mga kaaway nga motalikod gikan kanako, kadtong nagdumot kanako, ug gilaglag nako sila.","You made my enemies turn their backs in flight, and I destroyed my foes."
"Nangita sila, apan walay miluwas kanila; nagsangpit sila sa Ginoo, apan wala siya motubang kanila.","They cried for help, but there was no one to save them— to the Lord , but he did not answer."
"Gidugmok nako sila sama sa abog sa yuta, giyatakyatakan ug gitumban nako sila sama sa lapok sa kadalanan.",I beat them as fine as the dust of the earth; I pounded and trampled them like mud in the streets.
"Ang mga langyaw nagpailalom kanako; inigkadungog nila kanako, motuman sila kanako.","foreigners cower before me; as soon as they hear of me, they obey me."
"Ang mga langyaw nawad-an ug kaisog, ug nangabot nga nagkurog gikan sa ilang lig-ong salipdanan.",They all lose heart; they come trembling from their strongholds.
"ang Dios nga naghatag kanako ug pagpanimalos ug nagpukan sa mga katawhan ubos kanako,","He is the God who avenges me, who puts the nations under me,"
"“Ang Espiritu sa Ginoo nagsulti pinaagi kanako, ang iyang pulong anaa sa akong dila.",“The Spirit of the Lord spoke through me; his word was on my tongue.
Nahimo siyang labing inila sa 30 ug nahimong ilang pangulo apan wala siya makatupong sa kabantog sa tulo.,"Was he not held in greater honor than the Three? He became their commander, even though he was not included among them."
"Ug si David mitungas sumala sa gipamulong ni Gad, ingon sa gisugo sa Ginoo.","So David went up, as the Lord had commanded through Gad."
Ang grasya maanaa kaninyo ug ang kalinaw gikan sa Dios nga atong Amahan ug sa Ginoong Jesu-Cristo.,Grace and peace to you from God the Father and the Lord Jesus Christ.
