en	tl
Corinthians, we have spoken openly to you, and our hearts are wide open.	Ang aming bibig ay bukas para sa inyo, mga taga-Corinto, ang aming puso ay pinalawak.
There are no limits to the affection that we feel for you. You are the ones who placed boundaries on your affection for us.	Kayo ay hindi namin hinihigpitan, subalit kayo ay hinihigpitan ng sarili ninyong damdamin.
But as a fair trade—I’m talking to you like you are children—open your hearts wide too.	Bilang ganti, nagsasalita akong tulad sa mga bata; palawakin din ninyo ang inyong mga puso.
Don’t be tied up as equal partners with people who don’t believe. What does righteousness share with that which is outside the Law? What relationship does light have with darkness?	Huwag kayong makipamatok sa mga hindi mananampalataya, sapagkat anong pagsasama mayroon ang katuwiran at kasamaan? O anong pagsasama mayroon ang liwanag sa kadiliman?
What harmony does Christ have with Satan? What does a believer have in common with someone who doesn’t believe?	At anong pagkakasundo mayroon si Cristo kay Belial? O anong bahagi mayroon ang mananampalataya sa hindi mananampalataya?
What agreement can there be between God’s temple and idols? Because we are the temple of the living God. Just as God said, “ I live with them, and I will move among them. I will be their God, and they will be my people. ”	Anong pakikipagkaisa mayroon ang templo ng Diyos sa mga diyus-diyosan? Sapagkat tayo'y templo ng Diyos na buháy; gaya ng sinabi ng Diyos, “Ako'y mananahan sa kanila, at lalakad sa gitna nila, ako'y magiging kanilang Diyos, at sila'y magiging aking bayan.
Therefore, “ come out from among them and be separated, says the Lord. Don’t touch what is unclean. Then I will welcome you. ”	Kaya nga lumabas kayo sa kanila, at humiwalay kayo, sabi ng Panginoon, at huwag kayong humipo ng anumang bagay na marumi, at kayo'y aking tatanggapin,
“ I will be a father to you, and you will be my sons and daughters, says the Lord Almighty ”.	at ako'y magiging ama sa inyo, at kayo'y magiging aking mga anak na lalaki at babae, sabi ng Panginoong Makapangyarihan sa lahat.”
My dear friends, since we have these promises, let’s cleanse ourselves from anything that contaminates our body or spirit so that we make our holiness complete in the fear of God.	Mga minamahal, yamang taglay natin ang mga pangakong ito, linisin natin ang ating mga sarili mula sa bawat karumihan ng laman at espiritu, na ginagawang sakdal ang kabanalan sa pagkatakot sa Diyos.
Make room in your hearts for us. We didn’t do anything wrong to anyone. We didn’t ruin anyone. We didn’t take advantage of anyone.	Bigyan ninyo kami ng puwang sa inyong mga puso; hindi namin inapi ang sinuman, hindi namin sinira ang sinuman, hindi namin pinagsamantalahan ang sinuman.
I’m not saying this to make you feel guilty. I’ve already said that you are in our hearts so that we die and live together with you.	Hindi ko sinasabi ito upang hatulan kayo, sapagkat sinabi ko na nang una pa na kayo'y nasa aming mga puso, upang mamatay at mabuhay na kasama ninyo.
I have every confidence in you. I’m terribly proud of you. I’m filled with encouragement. I’m overwhelmed with happiness while in the middle of our problems.	Ako ay may malaking pagtitiwala sa inyo, ako ay may malaking pagmamapuri sa inyo, ako'y punô ng kaaliwan. Ako'y nag-uumapaw sa kagalakan sa lahat ng aming kapighatian.
Even after we arrived in Macedonia, we couldn’t rest physically. We were surrounded by problems. There was external conflict, and there were internal fears.	Sapagkat maging nang kami ay dumating sa Macedonia, ang aming mga katawan ay hindi nagkaroon ng kapahingahan, kundi pinipighati sa bawat paraan—sa labas ay labanan, sa loob ay takot.
However, God comforts people who are discouraged, and he comforted us by Titus’ arrival.	Subalit ang Diyos na umaaliw sa nalulungkot ay nagpasigla sa amin sa pamamagitan ng pagdating ni Tito,
We weren’t comforted only by his arrival but also by the comfort he had received from you. He told us about your desire to see me, how you were sorry, and about your concern for me, so that I was even happier.	at hindi lamang sa pamamagitan ng kanyang pagdating, kundi maging sa kaaliwang ibinigay ninyo sa kanya, na ibinabalita niya sa amin ang inyong pananabik, ang inyong kapanglawan, ang inyong sigasig para sa akin, anupa't ako'y lalo pang nagalak.
Even though my letter hurt you, I don’t regret it. Well—I did regret it just a bit because I see that that letter made you sad, though only for a short time.	Sapagkat bagaman pinalungkot ko kayo sa pamamagitan ng aking sulat, hindi ko ito ipinagdaramdam: (bagama't aking dinamdam, sapagkat aking nalaman na ang sulat na ito ay nakapagpalungkot sa inyo, bagama't sa maikling panahon lamang).
Now I’m glad—not because you were sad but because you were made sad enough to change your hearts and lives. You felt godly sadness so that no one was harmed by us in any way.	Ngayon, ako'y nagagalak hindi sapagkat kayo'y nalungkot, kundi sapagkat kayo'y nalungkot tungo sa pagsisisi, sapagkat kayo'y pinalumbay nang naaayon sa Diyos, upang kayo'y huwag magdusa ng kalugihan sa pamamagitan namin.
Godly sadness produces a changed heart and life that leads to salvation and leaves no regrets, but sorrow under the influence of the world produces death.	Sapagkat ang kalungkutang naaayon sa Diyos ay nagbubunga ng pagsisisi tungo sa kaligtasan na hindi ipagdaramdam, subalit ang makasanlibutang kalungkutan ay nagbubunga ng kamatayan.
Look at what this very experience of godly sadness has produced in you: such enthusiasm, what a desire to clear yourselves of blame, such indignation, what fear, what purpose, such concern, what justice! In everything you have shown yourselves to be innocent in the matter.	Sapagkat tingnan ninyo ang ibinunga sa inyo ng kalungkutang ito na naaayon sa Diyos, kung anong pagtatanggol sa inyong mga sarili, kung anong pagkagalit, kung anong takot, pananabik, sigasig, at kaparusahan! Sa bawat bagay ay pinatunayan ninyo ang inyong pagiging malinis sa bagay na ito.
So although I wrote to you, it wasn’t for the sake of the one who did wrong, or for the sake of the one who was wronged, but to show you your own enthusiasm for us in the sight of God.	Kaya't bagaman ako ay sumulat sa inyo, ito ay hindi dahil doon sa gumawa ng kamalian, o dahil doon sa ginawan ng kamalian, kundi upang ang inyong pagmamalasakit para sa amin ay mahayag sa inyo sa paningin ng Diyos.
Because of this we have been encouraged. And in addition to our own encouragement, we were even more pleased at how happy Titus was. His mind has been put at rest by all of you.	Kaya't kami'y naaliw. At sa aming kaaliwan ay lalo pa kaming nagalak dahil sa kagalakan ni Tito, sapagkat ang kanyang espiritu ay pinayapa ninyong lahat.
If I’ve bragged about you to him in any way, I haven’t been embarrassed. Instead, our bragging to Titus has also been proven to be true, just like everything we said to you was true.	Sapagkat kung ako ay nagpahayag sa kanya ng anumang pagmamalaki sa inyo, ay hindi ako nalagay sa kahihiyan; subalit kung paanong ang lahat ng aming sinabi ay totoo, kaya't ang aming pagmamalaki sa harap ni Tito ay napapatunayang totoo.
His devotion to you is growing even more as he remembers how all of you were obedient when you welcomed him with fear and trembling.	At ang damdamin niya ay lalo pang sumagana para sa inyo, na kanyang naaalala ang pagtalima ninyong lahat, at kung paanong tinanggap ninyo siya na may takot at panginginig.
I’m happy, because I can completely depend on you.	Ako'y nagagalak sapagkat ako'y mayroong buong pagtitiwala sa inyo.
Brothers and sisters, we want to let you know about the grace of God that was given to the churches of Macedonia.	Ngayon, nais naming malaman ninyo, mga kapatid, ang biyaya ng Diyos na ipinagkaloob sa mga iglesya ng Macedonia;
While they were being tested by many problems, their extra amount of happiness and their extreme poverty resulted in a surplus of rich generosity.	kung paanong sa matinding pagsubok ng kapighatian, ang kasaganaan ng kanilang kagalakan at ang kanilang labis na kahirapan ay sumagana sa kayamanan ng kanilang kagandahang-loob.
I assure you that they gave what they could afford and even more than they could afford, and they did it voluntarily.	Ako ay makapagpapatunay na sila ay kusang-loob na nagbigay ayon sa kanilang kakayahan, at higit pa sa kanilang makakaya,
They urgently begged us for the privilege of sharing in this service for the saints.	na nakikiusap sa amin nang matindi tungkol sa biyaya na makibahagi sa paglilingkod sa mga banal.
They even exceeded our expectations, because they gave themselves to the Lord first and to us, consistent with God’s will.	At ito ay hindi tulad sa aming inaasahan, kundi ibinigay muna nila ang kanilang sarili sa Panginoon, at sa amin sa pamamagitan ng kalooban ng Diyos.
As a result, we challenged Titus to finish this work of grace with you the way he had started it.	Anupa't kami ay nakiusap kay Tito na yamang siya'y nagpasimula ay dapat din niyang tapusin sa inyo ang biyayang ito.
Be the best in this work of grace in the same way that you are the best in everything, such as faith, speech, knowledge, total commitment, and the love we inspired in you.	Ngunit, yamang kayo'y sumasagana sa lahat ng mga bagay, sa pananampalataya, sa pananalita, sa kaalaman, sa buong kasipagan, at sa inyong pag-ibig sa amin, sikapin din ninyo na kayo ay sumagana sa biyayang ito.
I’m not giving an order, but by mentioning the commitment of others, I’m trying to prove the authenticity of your love also.	Sinasabi ko ito hindi bilang isang utos, ngunit aking sinusubok ang pagiging tunay ng inyong pag-ibig kapag inihambing sa kasigasigan ng iba.
You know the grace of our Lord Jesus Christ. Although he was rich, he became poor for your sakes, so that you could become rich through his poverty.	Sapagkat nalalaman ninyo ang biyaya ng ating Panginoong Jesu-Cristo, na bagaman siya'y mayaman, subalit alang-alang sa inyo ay naging dukha, upang sa pamamagitan ng kanyang kadukhaan ay maging mayaman kayo.
I’m giving you my opinion about this. It’s to your advantage to do this, since you not only started to do it last year but you wanted to do it too.	At sa bagay na ito ay nagbibigay ako ng payo: pinakamabuti para sa inyo ngayon na tapusin ang sinimulan ninyo nang nakaraang taon, hindi lamang upang gumawa kundi magkaroon ng pagnanais na gumawa.
Now finish the job as well so that you finish it with as much enthusiasm as you started, given what you can afford.	At ngayon, tapusin ninyo ang paggawa, upang kung paanong may sigasig sa pagnanais ay gayundin sa pagtatapos, ayon sa inyong kakayahan.
A gift is appreciated because of what a person can afford, not because of what that person can’t afford, if it’s apparent that it’s done willingly.	Sapagkat kung mayroong pagnanais, tinatanggap ang kaloob ayon sa tinataglay, at hindi ayon sa hindi tinataglay.
It isn’t that we want others to have financial ease and you financial difficulties, but it’s a matter of equality.	Hindi ko ibig sabihin na ang iba ay maginhawahan at kayo'y mabigatan, kundi para sa pagkakapantay-pantay,
At the present moment, your surplus can fill their deficit so that in the future their surplus can fill your deficit. In this way there is equality.	ang inyong kasaganaan sa kasalukuyang panahon ang magpuno sa kanilang kakulangan, upang ang kanilang kasaganaan ay magpuno sa inyong pangangailangan, upang magkaroon ng pagkakapantay-pantay.
As it is written, “ The one who gathered more didn’t have too much, and the one who gathered less didn’t have too little. ”	Gaya ng nasusulat, “Ang nagtipon ng marami ay hindi nagkaroon ng labis, at ang nagtipon ng kaunti ay hindi kinulang.”
But thank God, who put the same commitment that I have for you in Titus’ heart.	Subalit salamat sa Diyos na naglagay ng gayunding pagsisikap para sa inyo sa puso ni Tito.
Not only has he accepted our challenge but he’s on his way to see you voluntarily, and he’s excited.	Sapagkat tinanggap niya hindi lamang ang aming pakiusap at palibhasa siya'y lalong sumigasig, siya ay patungo sa inyo sa kanyang sariling kalooban.
We are sending the brother who is famous in all the churches because of his work for the gospel along with him.	Isinusugo namin kasama niya ang kapatid na tanyag sa mga iglesya dahil sa kanyang pangangaral ng ebanghelyo.
In addition to this, he is chosen by the churches to be our traveling companion in this work of grace, which we are taking care of for the sake of the glory of the Lord himself, and to show our desire to help.	At hindi lamang iyon, kundi siya ay hinirang ng mga iglesya na maglakbay na kasama namin ukol sa biyayang ito na aming pinangangasiwaan, sa ikaluluwalhati ng Panginoon, at upang ipakita ang aming pagnanais.
We are trying to avoid being blamed by anyone for the way we take care of this large amount of money.	Iniiwasan namin ito upang huwag kaming sisihin tungkol sa kasaganaang ito na aming pinangangasiwaan;
We care about doing the right thing, not only in the Lord’s eyes but also in the eyes of other people.	sapagkat isinasaalang-alang namin ang mga bagay na kapuri-puri hindi lamang sa harapan ng Panginoon, kundi maging sa harapan ng mga tao.
We are sending our brother with them. We have tested his commitment in many ways and many times. Now he’s even more committed, because he has so much confidence in you.	At kasama nila ay isinusugo namin ang aming kapatid na maraming ulit naming napatunayang masikap sa maraming bagay, subalit ngayon ay higit pang masikap, dahil sa kanyang malaking pagtitiwala sa inyo.
If there is any question about Titus, he is my partner and coworker among you. If there is any question about our brothers, they are the churches’ apostles and an honor to Christ.	Tungkol kay Tito, siya'y aking katuwang at kamanggagawa sa paglilingkod sa inyo; at para sa aming mga kapatid, sila'y mga sugo ng mga iglesya, ang kaluwalhatian ni Cristo.
It’s unnecessary for me to write to you about this service for God’s people.	Ngayon, kalabisan na para sa akin na sulatan kayo tungkol sa paglilingkod para sa mga banal,
I know about your willingness to help. I brag about you to the Macedonians, saying, “Greece has been ready since last year,” and your enthusiasm has motivated most of them.	sapagkat nalalaman ko ang inyong pananabik, na aking ipinagmamalaki tungkol sa inyo sa mga taga-Macedonia, na ang Acaia ay nakapaghanda na noong nakaraang taon pa, at ang inyong sigasig ay nakapukaw sa karamihan sa kanila.
But I’m sending the brothers so that our bragging about you in this case won’t be empty words, and so that you can be prepared, just as I keep telling them you will be.	Subalit aking isinugo ang mga kapatid upang ang aming pagmamalaki tungkol sa inyo ay huwag mawalan ng kabuluhan sa bagay na ito, upang ayon sa aking sinabi, kayo'y makapaghanda,
If some Macedonians should come with me and find out that you aren’t ready, we (not to mention you) would be embarrassed as far as this project goes.	baka sakaling kung ang ilang taga-Macedonia ay dumating na kasama ko at kayo'y maratnang hindi handa, kami ay mapapahiya upang hindi na namin sabihing pati kayo, sa pagtitiwalang ito.
This is why I thought it was necessary to encourage the brothers to go to you ahead of time and arrange in advance the generous gift you have already promised. I want it to be a real gift from you. I don’t want you to feel like you are being forced to give anything.	Kaya't inisip ko na kailangang himukin ang mga kapatid na maunang pumariyan sa inyo, at ihanda agad ang inyong kaloob na ipinangako nang una, upang ito'y maihanda bilang isang kusang-loob na handog at hindi sapilitan.
What I mean is this: the one who sows a small number of seeds will also reap a small crop, and the one who sows a generous amount of seeds will also reap a generous crop.	At ito ang ibig kong sabihin: Ang naghahasik nang bahagya ay mag-aani rin nang bahagya, at ang naghahasik nang sagana ay mag-aani rin nang sagana.
Everyone should give whatever they have decided in their heart. They shouldn’t give with hesitation or because of pressure. God loves a cheerful giver.	Ang bawat isa ay magbigay ayon sa ipinasiya ng kanyang puso, hindi mabigat sa kalooban, o dala ng pangangailangan, sapagkat iniibig ng Diyos ang nagbibigay na masaya.
God has the power to provide you with more than enough of every kind of grace. That way, you will have everything you need always and in everything to provide more than enough for every kind of good work.	At kaya ng Diyos na pasaganain ang lahat ng biyaya sa inyo, upang sa pagkakaroon ninyo ng sapat sa lahat ng bagay ay palagi kayong sumagana sa bawat mabuting gawa.
As it is written, “ He scattered everywhere; he gave to the needy; his righteousness remains forever. ”	Gaya ng nasusulat, “Siya'y nagsabog, siya'y nagbigay sa mga dukha; ang kanyang katuwiran ay nananatili magpakailanman.”
The one who supplies seed for planting and bread for eating will supply and multiply your seed and will increase your crop, which is righteousness.	Siyang nagbibigay ng binhi sa manghahasik at ng tinapay bilang pagkain ay siyang magbibigay at magpaparami ng inyong binhi upang ihasik, at magpaparami ng mga bunga ng inyong pagiging matuwid;
You will be made rich in every way so that you can be generous in every way. Such generosity produces thanksgiving to God through us.	na kayo ay pinayayaman sa bawat bagay dahil sa inyong kagandahang-loob, na sa pamamagitan namin ay nagbubunga ng pasasalamat sa Diyos.
Your ministry of this service to God’s people isn’t only fully meeting their needs but it is also multiplying in many expressions of thanksgiving to God.	Sapagkat ang pangangasiwa sa paglilingkod na ito ay hindi lamang pumupuno sa pangangailangan ng mga banal, kundi umaapaw rin sa pamamagitan ng maraming pasasalamat sa Diyos.
They will give honor to God for your obedience to your confession of Christ’s gospel. They will do this because this service provides evidence of your obedience, and because of your generosity in sharing with them and with everyone.	Sa pamamagitan ng pagpapatunay ng ministeryong ito, niluluwalhati ninyo ang Diyos sa pamamagitan ng pagsunod sa inyong pagpapahayag sa ebanghelyo ni Cristo, at dahil sa pagiging bukas-palad ng inyong pag-aambag para sa kanila at sa lahat ng tao;
They will also pray for you, and they will care deeply for you because of the outstanding grace that God has given to you.	habang sila ay nananabik sa inyo at nananalangin para sa inyo, dahil sa nag-uumapaw na biyaya ng Diyos sa inyo.
Thank God for his gift that words can’t describe!	Salamat sa Diyos dahil sa kanyang di-mailarawang kaloob.
I, Paul, make a personal request to you with the gentleness and kindness of Christ. I’m shy when I’m with you, but I’m bossy when I’m away from you!	Ako mismong si Pablo, ay nananawagan sa inyo sa pamamagitan ng kapakumbabaan at kaamuan ni Cristo, ako na sa mukhaan ay mapagkumbaba kapag kasama ninyo, ngunit matapang sa inyo kapag malayo!
I beg you that when I’m with you in person, I won’t have to boss you around. I’m afraid that I may have to use that kind of behavior with those people who think we live by human standards.	Ngayon, hinihiling ko na kapag ako'y kaharap, hindi ko kailangang magpakita ng tapang na may pagtitiwala na nais kong ipakita laban sa mga naghihinalang kami ay lumalakad ayon sa makasanlibutang gawi.
Although we live in the world, we don’t fight our battles with human methods.	Sapagkat bagaman kami ay lumalakad sa laman, ay hindi kami nakikipaglabang ayon sa laman.
Our weapons that we fight with aren’t human, but instead they are powered by God for the destruction of fortresses. They destroy arguments,	Sapagkat ang mga sandata ng aming pakikipaglaban ay hindi makalaman, kundi maka-Diyos na may kapangyarihang makagiba ng mga kuta.
and every defense that is raised up to oppose the knowledge of God. They capture every thought to make it obedient to Christ.	Aming ginigiba ang mga pangangatuwiran at bawat palalong hadlang laban sa karunungan ng Diyos, at binibihag ang bawat pag-iisip upang sumunod kay Cristo;
Once your obedience is complete, we are ready to punish any disobedience.	na handang parusahan ang bawat pagsuway, kapag ang inyong pagsunod ay ganap na.
Look at what is right in front of you! If anyone is sure about belonging to Christ, that person should think again. We belong to Christ just like that person.	Masdan ninyo ang mga bagay na nasa harapan ng inyong mga mata. Kung ang sinuman ay nagtitiwala na siya'y kay Cristo, paalalahanan niyang muli ang kanyang sarili na kung paanong siya'y kay Cristo, kami ay gayundin.
Even if I went on to brag about our authority, I wouldn’t be ashamed of it. The Lord gave us that authority to build you up and not to destroy you.	Sapagkat bagaman ako ay nagmamalaki ng labis tungkol sa aming kapamahalaan na ibinigay ng Panginoon upang kayo ay patatagin at hindi upang kayo ay gibain, ako ay hindi mapapahiya,
I don’t want it to seem like I’m trying to intimidate you with my letters.	upang huwag akong parang nananakot sa inyo sa pamamagitan ng aking mga sulat.
I know what some people are saying: “His letters are severe and powerful, but in person he is weak and his speech is worth nothing.”	Sapagkat sinasabi nila, “Ang kanyang mga sulat ay mabibigat at matitindi; subalit ang anyo ng kanyang katawan ay mahina, at ang kanyang pananalita ay walang kabuluhan.”
These people need to think about this—that when we are with you, our actions will show that we are the same as the words we wrote when we were away from you.	Hayaang isipin ng gayong tao na kung ano ang aming sinasabi sa pamamagitan ng mga sulat kapag kami ay wala, ay gayundin ang aming ginagawa kapag kami ay nakaharap.
We won’t dare to place ourselves in the same league or to compare ourselves with some of those who are promoting themselves. When they measure themselves by themselves, and compare themselves with themselves, they have no understanding.	Hindi kami nangangahas na ibilang o ihambing ang aming sarili sa ilan sa mga nagmamalaki sa kanilang sarili. Subalit silang sumusukat sa kanilang sarili sa pamamagitan ng kanilang sarili, at inihahambing ang kanilang sarili sa isa't isa, sila ay hindi nakakaunawa.
We won’t take pride in anything more than what is appropriate. Let’s look at the boundaries of our work area that God has assigned to us. It’s an area that includes you.	Subalit hindi kami magmamalaki ng lampas sa sukatan, kundi ayon sa hangganan ng panukat na itinakda ng Diyos sa amin, upang umabot hanggang sa inyo.
We aren’t going out of bounds, as if our work area doesn’t extend as far as you. We were the first ones to travel as far as Corinth with the gospel of Christ.	Sapagkat hindi kami lumampas sa aming hangganan nang kami'y dumating sa inyo. Kami ang unang dumating sa inyo dala ang ebanghelyo ni Cristo.
We don’t take pride in what other people do outside of our boundaries. We hope that our work will be extended even more by you as your faith grows, until it expands fully (within the boundaries, of course).	Hindi kami nagmamalaki nang lampas sa sukat, samakatuwid ay sa pinagpaguran ng iba, subalit ang aming pag-asa ay habang ang inyong pananampalataya ay lumalago, ang aming saklaw sa inyo ay lumawak nawa,
We hope that our work grows even to the point of the gospel being preached in places beyond Corinth, without bragging about what has already been done in another person’s work area.	upang aming maipangaral ang ebanghelyo sa mga lupain sa dako pa roon ng lupain ninyo, na hindi nagmamalaki sa mga gawang natapos na sa nasasakupan ng iba.
But, “ the one who brags should brag in the Lord. ”	“Ngunit siyang nagmamalaki ay magmalaki sa Panginoon.”
It isn’t the person who promotes himself or herself who is approved but the person whom the Lord commends.	Sapagkat hindi ang pumupuri sa kanyang sarili ang tinatanggap, kundi siya na pinupuri ng Panginoon.
I hope that you will put up with me while I act like a fool. Well, in fact, you are putting up with me!	Sana'y mapagtiisan ninyo ako sa kaunting kahangalan. Subalit tunay na nagtitiis kayo sa akin!
I’m deeply concerned about you with the same concern that God has. As your father, I promised you in marriage to one husband. I promised to present you as an innocent virgin to Christ himself.	Ako'y nakakaramdam sa inyo ng maka-Diyos na panibugho, sapagkat kayo'y itinakda kong mapangasawa ng isang lalaki, na kayo'y maiharap ko kay Cristo bilang isang malinis na birhen.
But I’m afraid that your minds might be seduced in the same way as the snake deceived Eve with his devious tricks. You might be unable to focus completely on a genuine and innocent commitment to Christ.	Ngunit ako'y natatakot na kung paanong si Eva ay dinaya ng ahas sa pamamagitan ng kanyang katusuhan, ang inyong mga pag-iisip ay mailigaw mula sa katapatan at kadalisayan kay Cristo.
If a person comes and preaches some other Jesus than the one we preached, or if you receive a different Spirit than the one you had received, or a different gospel than the one you embraced, you put up with it so easily!	Sapagkat kung may dumating na nangangaral ng ibang Jesus na hindi namin ipinangaral, o kung kayo'y tumanggap ng ibang espiritu na hindi ninyo tinanggap noon o ibang ebanghelyo na hindi ninyo tinanggap, kayo ay kaagad na napapasakop doon.
I don’t consider myself as second-rate in any way compared to the “super-apostles.”	Sa palagay ko ay hindi ako pahuhuli sa mga dakilang apostol na ito.
But even if I’m uneducated in public speaking, I’m not uneducated in knowledge. We have shown this to you in every way and in everything we have done.	Bagaman ako'y hindi bihasa sa pagsasalita, gayunma'y hindi sa kaalaman, kundi sa bawat paraan ay ginawa namin itong hayag sa inyo sa lahat ng mga bagay.
Did I commit a sin by humbling myself to give you an advantage because I preached the gospel of God to you free of charge?	Ako ba'y nagkasala sa pagpapakababa ko sa aking sarili upang kayo'y maitaas, dahil sa ipinangaral ko sa inyo nang walang bayad ang ebanghelyo ng Diyos?
I robbed other churches by taking a salary from them in order to serve you!	Aking ninakawan ang ibang mga iglesya sa pamamagitan ng pagtanggap ng sahod mula sa kanila upang makapaglingkod sa inyo.
While I was with you, I didn’t burden any of you even though I needed things. The believers who came from Macedonia gave me everything I needed. I kept myself from being a financial drain on you in any way, and I will continue to keep myself from being a burden.	At nang ako'y kasama ninyo at nasa pangangailangan, ako'y hindi naging pasanin sa kanino man, sapagkat ang aking mga pangangailangan ay tinustusan ng mga kapatid na galing sa Macedonia. Kaya't aking iniwasan at iiwasan na maging pasanin ninyo sa anumang paraan.
Since Christ’s truth is in me, I won’t stop telling the entire area of Greece that I’m proud of what I did.	Kung paanong ang katotohanan ni Cristo ay nasa akin, walang makakapigil sa akin sa pagmamalaking ito sa mga lupain ng Acaia.
Why? Is it because I don’t love you? God knows that I do!	At bakit? Sapagkat hindi ko kayo minamahal? Alam ito ng Diyos!
But I’m going to continue to do what I’m doing. I want to contradict the claims of the people who want to be treated like they are the same as us because of what they brag about.	At kung ano ang aking ginagawa ay patuloy kong gagawin, upang alisin ang pagkakataon doon sa mga nagnanais ng pagkakataon na kilalanin bilang mga kapantay namin tungkol sa ipinagmamalaki nila.
Such people are false apostles and dishonest workers who disguise themselves as apostles of Christ.	Sapagkat ang gayong mga tao ay mga huwad na apostol, mga mandarayang manggagawa, na nagpapanggap na mga apostol ni Cristo.
And no wonder! Even Satan disguises himself as an angel of light.	At hindi nakapagtataka! Sapagkat maging si Satanas man ay nagpapanggap na anghel ng liwanag.
It is no great surprise then that his servants also disguise themselves as servants of righteousness. Their end will be what their actions deserve.	Kaya't hindi nakapagtataka na ang kanyang mga ministro naman ay magpanggap na mga ministro ng katuwiran. Ang kanilang wakas ay magiging ayon sa kanilang mga gawa.
I repeat, no one should take me for a fool. But if you do, then allow me to be a fool so that I can brag like a fool for a bit.	Inuulit ko, huwag isipin ng sinuman na ako'y hangal, ngunit kung gayon ang inyong iniisip, tanggapin ninyo ako bilang isang hangal upang ako rin ay makapagmalaki ng kaunti.
I’m not saying what I’m saying because the Lord tells me to. I’m saying it like I’m a fool. I’m putting my confidence in this business of bragging.	Ang sinasabi ko ay hindi ko sinasabi ayon sa Panginoon, kundi bilang isang hangal sa ganitong mapagmalaking pagtitiwala.
Since so many people are bragging based on human standards, that is how I’m going to brag too.	Yamang marami ang nagmamalaki sang-ayon sa pamantayan ng tao, ako ma'y magmamalaki.
Because you, who are so wise, are happy to put up with fools.	Sapagkat may kagalakan ninyong pinagtitiisan ang mga hangal, palibhasa'y marurunong kayo!
You put up with it if someone enslaves you, if someone exploits you, if someone takes advantage of you, if someone places themselves over you, or if someone hits you in the face.	Sapagkat pinagtitiisan ninyo ito kapag inaalipin kayo, o kapag nilalapa kayo, o kapag kayo'y pinagsasamantalahan, o kapag pinagyayabangan, o kapag kayo'y sinasampal sa mukha.
I’m ashamed to say that we have been weak in comparison! But in whatever they challenge me, I challenge them (I’m speaking foolishly).	Sa aking kahihiyan ay dapat kong sabihin, napakahina namin sa ganito! Ngunit kung ang sinuman ay malakas ang loob na nagmamalaki—ako ay nagsasalita bilang hangal—malakas din ang loob ko na ipagmalaki iyon.
Are they Hebrews? So am I. Are they Israelites? So am I. Are they descendants of Abraham? So am I.	Sila ba'y mga Hebreo? Ako man. Sila ba'y mga Israelita? Ako man. Sila ba'y mga binhi ni Abraham? Ako man.
Are they ministers of Christ? I’m speaking like a crazy person. What I’ve done goes well beyond what they’ve done. I’ve worked much harder. I’ve been imprisoned much more often. I’ve been beaten more times than I can count. I’ve faced death many times.	Sila ba'y mga ministro ni Cristo? (Ako'y nagsasalita na parang isang baliw.) Lalo pa ako na mas maraming pagpapagal, mas maraming pagkabilanggo, ng di mabilang na bugbog, at malimit na mabingit sa kamatayan.
I received the “forty lashes minus one” from the Jews five times.	Sa mga Judio ay limang ulit akong tumanggap ng apatnapung hagupit, kulang ng isa.
I was beaten with rods three times. I was stoned once. I was shipwrecked three times. I spent a day and a night on the open sea.	Tatlong ulit na ako'y hinampas ng mga pamalo, minsan ako'y pinagbabato. Tatlong ulit na akong nawasakan ng barko, isang araw at isang gabing ako'y nasa laot;
I’ve been on many journeys. I faced dangers from rivers, robbers, my people, and Gentiles. I faced dangers in the city, in the desert, on the sea, and from false brothers and sisters.	nasa madalas na paglalakbay, nasa panganib sa mga ilog, panganib sa mga magnanakaw, panganib sa aking mga kababayan, panganib sa mga Hentil, panganib sa lunsod, panganib sa mga ilang, panganib sa dagat, panganib kasama ng mga huwad na kapatid;
I faced these dangers with hard work and heavy labor, many sleepless nights, hunger and thirst, often without food, and in the cold without enough clothes.	sa pagpapagal at hirap, sa mga pagpupuyat, sa gutom at uhaw, madalas na walang pagkain, giniginaw at hubad.
Besides all the other things I could mention, there’s my daily stress because I’m concerned about all the churches.	Bukod sa mga bagay na nasa labas, ako'y araw-araw na nabibigatan sa alalahanin para sa mga iglesya.
Who is weak without me being weak? Who is led astray without me being furious about it?	Sino ang mahina, at ako ba'y hindi mahina? Sino ang natitisod, at ako'y di nag-iinit?
If it’s necessary to brag, I’ll brag about my weaknesses.	Kung kailangang ako'y magmalaki, ako'y magmamalaki sa mga bagay na nauukol sa aking kahinaan.
The God and Father of the Lord Jesus, the one who is blessed forever, knows that I’m not lying.	Ang Diyos at Ama ng Panginoong Jesus (siyang pinupuri magpakailanpaman) ang nakakaalam na ako'y hindi nagsisinungaling.
At Damascus the governor under King Aretas was guarding the city of Damascus in order to capture me,	Sa Damasco, binantayan ng gobernador na sakop ng haring Aretas ang lunsod ng Damasco upang ako'y dakpin,
but I got away from him by being lowered in a basket through a window in the city wall.	subalit ako'y ibinaba sa isang tiklis palabas sa isang bintana sa pader at nakatakas sa kanyang mga kamay.
It is necessary to brag, not that it does any good. I’ll move on to visions and revelations from the Lord.	Kailangang ako'y magmalaki, kahit ito'y hindi kapaki-pakinabang, ngunit ako ay magpapatuloy sa mga pangitain at mga pahayag ng Panginoon.
