en,ceb
"the teacher searched to find just the right words, and what he wrote was upright and true.","ang magwawali nangita ug mga pulong nga makapahimuot, ug sa minatarong nagsulat ug mga pulong sa kamatuoran."
"for God will bring every deed into judgment, including every hidden thing, whether it is good or evil.","kay ang Dios maghukom sa tanang buhat, sa tanang mga tinagoan, maayo man o dili."
grace and peace to you from God our father and the Lord Jesus Christ.,kaninyo maanaa unta ang grasya ug ang kalinaw nga gikan sa Dios nga atong amahan ug gikan sa ginoong jesucristo.
"he predestined us for adoption to sonship through Jesus Christ, in accordance with his pleasure and will—","siya nagbuot nang daan nga kita mahimo niyang mga anak pinaagi kang jesucristo, sumala sa tuyo sa iyang kabubuton,"
"to the praise of his glorious grace, which he has freely given us in the one he loves.",aron dayegon ang iyang mahimayaong grasya nga sa walay bayad iyang gihatag kanato pinaagi sa pinalangga.
"that he lavished on us. with all wisdom and understanding,","nga iyang gibubo nganhi kanato. kay diha sa tanang kaalam ug pagpanabot,"
"he made known to us the mystery of his will according to his good pleasure, which he purposed in Christ,","iyang gipahibalo kanato ang tinago mahitungod sa iyang kabubuton, sumala sa iyang maayong tuyo nga gilaraw niya diha kang Cristo"
"in order that we, who were the first to put our hope in Christ, might be for the praise of his glory.",aron kami nga mga unang milaom kang Cristo magkinabuhi alang sa pagdayeg sa iyang himaya.
"for this reason, ever since i heard about your faith in the Lord Jesus and your love for all gods people,","tungod niini, sa akong pagkadungog mahitungod sa inyong pagtuo sa ginoong Jesus ug sa inyong gugma alang sa tanang mga balaan,"
"i have not stopped giving thanks for you, remembering you in my prayers.","wala ako moundang sa pagpasalamat tungod kaninyo, ug naglakip kaninyo sa akong mga pagampo"
"as for you, you were dead in your transgressions and sins,",kaniadto kamo patay tungod sa inyong mga kalapasan ug mga kasalanan.
"but because of his great love for us, God, who is rich in mercy,","apan ang Dios nga dato sa kaluoy, tungod sa iyang dakong gugma alang kanato,"
"and God raised us up with Christ and seated us with him in the heavenly realms in Christ Jesus,","ug ang Dios mibanhaw kanato uban kang Cristo Jesus, ug nagpalingkod kanato uban kaniya diha sa mga langitnong dapit diha kaniya,"
"not by works, so that no one can boast.",dili tungod sa mga binuhatan aron walay bisan kinsa nga magpasigarbo.
but now in Christ Jesus you who once were far away have been brought near by the blood of Christ.,"apan karon, diha kang Cristo Jesus, kamo nga kaniadto layo, karon gipaduol na pinaagi sa dugo ni Cristo."
in him the whole building is joined together and rises to become a holy temple in the Lord.,"diha kaniya ang tibuok nga tinukod nausa ug mitubo ngadto sa usa ka templo nga balaan diha sa Ginoo,"
"for this reason i, Paul, the prisoner of Christ Jesus for the sake of you Gentiles—","tungod niining maong hinungdan, ako, si Pablo, binilanggo ni Cristo Jesus tungod ug alang kaninyo nga mga gentil,"
"that is, the mystery made known to me by revelation, as i have already written briefly.","nga pinaagi sa pagpadayag, ang tinago gipahibalo dinhi kanako, sama sa akong gisulat sa minubo."
"in reading this, then, you will be able to understand my insight into the mystery of Christ,",sa inyong pagbasa niini kamo makasuta sa akong pagsabot sa tinago mahitungod kang Cristo.
according to his eternal purpose that he accomplished in Christ Jesus our Lord.,"kini sumala sa walay kataposang tuyo nga iyang gituman diha kang Cristo Jesus nga atong Ginoo,"
"for this reason i kneel before the father,","tungod niining maong katarongan, ako magluhod sa atubangan sa amahan,"
from whom every family in heaven and on earth derives its name.,"nga maoy gigikanan sa ngalan sa matag banay didto sa langit ug dinhi sa yuta,"
"to him be glory in the church and in Christ Jesus throughout all generations, for ever and ever! Amen.",kaniya maanaa ang himaya diha sa iglesia ug diha kang Cristo Jesus ngadto sa tanang mga kaliwatan hangtod sa kahangtoran. Amen.
"be completely humble and gentle; be patient, bearing with one another in love.","uban ang tanang pagpaubos ug kaaghop, uban sa pailob, maginantosay sa usa ug usa diha sa gugma,"
make every effort to keep the unity of the spirit through the bond of peace.,matinguhaon sa pagpatunhay sa espirituhanong panaghiusa pinaagi sa bugkos sa panagdait.
"there is one body and one spirit, just as you were called to one hope when you were called;","adunay usa lamang ka lawas ug usa ka espiritu, ingon nga kamo gitawag ngadto sa usa lamang ka paglaom sa pagtawag kaninyo,"
"one Lord, one faith, one baptism;","usa ka Ginoo, usa ka pagtuo, usa ka bautismo,"
but to each one of us grace has been given as Christ apportioned it.,apan ang grasya gihatag ngadto sa matag usa kanato sumala sa sukod sa gasa nga gikan ni Cristo.
"to equip his people for works of service, so that the body of Christ may be built up","aron sa pagsangkap sa mga balaan alang sa buhat sa pagpangalagad, alang sa pagligon sa lawas ni Cristo,"
"that, however, is not the way of life you learned","apan si Cristo wala ninyo makatoni sa ingon niana,"
to be made new in the attitude of your minds;,"sa pagbago diha sa espiritu sa inyong mga salabotan,"
"“in your anger do not sin” :: do not let the sun go down while you are still angry,","kasuko kamo apan ayaw pagpakasala tungod niini, ayaw pasalopi sa adlaw ang inyong kasuko,"
and do not give the devil a foothold.,ug ayaw ninyo hatagi ug higayon ang yawa.
"follow gods example, therefore, as dearly loved children","busa sundog kamo sa Dios, ingon nga mga pinalanggang anak."
therefore do not be partners with them.,"busa ayaw kamo pagpakigambit kanila,"
"(for the fruit of the light consists in all goodness, righteousness and truth)","kay ang bunga sa kahayag makita diha sa tanang maayo ug matarong ug matuod,"
and find out what pleases the Lord.,magpakita kon unsay kahimutan sa Ginoo.
it is shameful even to mention what the disobedient do in secret.,kay makauulaw man gani bisan ang paghisgot sa mga butang nga gibuhat nila sa tago;
but everything exposed by the light becomes visibleand everything that is illuminated becomes a light.,apan ang tanang butang nga nabutyag pinaagi sa kahayag nadayag
"making the most of every opportunity, because the days are evil.",magpahimulos sa panahon kay ang mga adlaw karon daotan man.
"therefore do not be foolish, but understand what the lords will is.","busa ayaw kamo pagpakabuang, kondili sabta hinuon ninyo kon unsa ang kabubuton sa Ginoo."
"do not get drunk on wine, which leads to debauchery. instead, be filled with the spirit,","ug ayaw kamo paghubog sa bino, kay kana maoy pagpatuyang; hinuon magpapuno kamo sa espiritu."
submit to one another out of reverence for Christ.,magpasakop kamo nga masinugtanon sa usa ug usa ingon nga nagtahod kang Cristo.
"wives, submit yourselves to your own husbands as you do to the Lord.","kamong mga asawa, kinahanglang magpasakop kamo nga masinugtanon sa inyong kaugalingong mga bana sama ngadto sa Ginoo."
for we are members of his body.,kay mga bahin man kita sa iyang lawas.
"children, obey your parents in the Lord, for this is right.","kamong mga anak, kinahanglang tumanon ninyo ang inyong mga ginikanan diha sa Ginoo, kay kini maoy matarong."
“honor your father and motherwhich is the first commandment with a promise—,"“tahora ang imong amahan ug inahan,” kini mao ang unang sugo nga may saad,"
“so that it may go well with you and that you may enjoy long life on the earth.”,“aron mahimong maayo ang tanan alang kanimo ug aron taas ang imong kinabuhi dinhi sa yuta.”
"serve wholeheartedly, as if you were serving the Lord, not people,",pangalagad kamo uban sa maayong kabubuton ingon nga alang sa Ginoo ug dili alang sa mga tawo
"finally, be strong in the Lord and in his mighty power.","sa kataposan, pagligon kamo diha sa Ginoo ug sa kusog sa iyang gahom."
"put on the full armor of God, so that you can take your stand against the devils schemes.",isulob ninyo ang tibuok kahimanan sa gubat nga gikan sa Dios aron makabarog kamo batok sa mga pagpanglimbong sa yawa.
and with your feet fitted with the readiness that comes from the gospel of peace.,ug sinuloban ang inyong mga tiil sa kaandam sa pagsangyaw sa maayong balita sa pakigdait.
"take the helmet of salvation and the sword of the spirit, which is the word of God.","ug dada ninyo ang helmet nga mao ang kaluwasan, ug ang espada sa espiritu nga mao ang pulong sa Dios."
"peace to the brothers and sisters, and love with faith from God the father and the Lord Jesus Christ.","ang kalinaw maanaa unta sa mga kaigsoonan, ug ang gugma uban sa pagtuo gikan sa Dios nga amahan ug sa ginoong jesucristo."
grace to all who love our Lord Jesus Christ with an undying love.,ang grasya maanaa unta sa tanan nga nahigugma sa ginoong jesucristo uban sa gugmang walay kamatayon.
queen vashti also gave a banquet for the women in the royal palace of king xerxes.,si rayna vasti usab naghimo ug usa ka kombira alang sa mga babaye sa balay sa hari nga iya ni hari ahasuero.
"the king and his nobles were pleased with this advice, so the king did as memukan proposed.",kini nga tambag nakapahimuot sa hari ug sa mga pangulo ug ang hari nagbuhat sumala sa gisugyot ni memucan.
"Esther had not revealed her nationality and family background, because Mordecai had forbidden her to do so.",si ester wala magpahibalo mahitungod sa iyang katawhan o sa iyang kadugo kay gitugon siya ni mardoqueo nga dili kini ipahibalo.
"when the virgins were assembled a second time, Mordecai was sitting at the kings gate.","sa natigom na ang mga ulay sa ikaduhang panahon, si mardoqueo naglingkod sa ganghaan sa hari."
"then the royal officials at the kings gate asked Mordecai, “why do you disobey the kings command?”","unya ang mga alagad sa hari nga didto sa iyang ganghaan miingon kang mardoqueo, “nganong gilapas man nimo ang sugo sa hari?”"
"when Haman saw that Mordecai would not kneel down or pay him honor, he was enraged.","ug sa nakita ni Haman nga si mardoqueo wala moyukbo o magtahod kaniya, si Haman napuno sa kaligutgot."
"but he went only as far as the kings gate, because no one clothed in sackcloth was allowed to enter it.",miadto siya sa atubangan sa ganghaan sa hari kay walay makasulod sa ganghaan sa hari nga magbisti ug sako.
so hathak went out to Mordecai in the open square of the city in front of the kings gate.,busa si hatac miadto kang mardoqueo ngadto sa hawan nga dapit sa siyudad nga anaa sa atubangan sa ganghaan sa hari.
hathak went back and reported to Esther what Mordecai had said.,ug si hatac miadto ug iyang gisuginlan si ester sa gisulti ni mardoqueo.
"then she instructed him to say to Mordecai,","unya si ester misulti kang hatac ug gihatagan siya ug usa ka mensahe alang kang mardoqueo nga nagingon,"
"when esthers words were reported to Mordecai,",ug ilang gisugilon kang mardoqueo ang gisulti ni ester.
then Esther sent this reply to Mordecai:,"unya si ester misugo kanila sa pagtubag kang mardoqueo,"
so Mordecai went away and carried out all of esthers instructions.,busa si mardoqueo milakaw ug naghimo sa tanan nga gisugo ni ester kaniya.
"Esther replied, “my petition and my request is this:","apan si ester miingon, “ang akong hangyo ug ang akong pangayoon mao kini:"
"his attendants answered, “Haman is standing in the court.” “bring him in,” the king ordered.","busa ang mga sulugoon sa hari miingon kaniya, “anaa si Haman nagtindog sulod sa hawanan.” ug ang hari miingon, “padayona siya.”"
"so the king and Haman went to queen esthers banquet,",busa ang hari ug si Haman miadto sa kombira ni rayna ester.
then the king extended the gold scepter to Esther and she arose and stood before him.,unya ang hari mitunol sa iyang bulawan nga setro kang ester.
"for the Jews it was a time of happiness and joy, gladness and honor.",ang mga judio may kahayag ug kalipay ug kasadya ug kadungganan.
"in the citadel of susa, the Jews killed and destroyed five hundred men.","didto sa susa nga mao ang ulohang siyudad, ang mga judio mipatay ug milaglag ug lima ka gatos ka tawo"
the number of those killed in the citadel of susa was reported to the king that same day.,niadto gayong adlawa ang gidaghanon sa gipamatay didto sa susa nga mao ang ulohang siyudad gitaho ngadto sa hari.
"so the Jews agreed to continue the celebration they had begun, doing what Mordecai had written to them.",busa ang mga judio nagpadayon sa pagbuhat sumala sa ilang nasugdan ug sumala sa gisulat ni mardoqueo kanila.
"esthers decree confirmed these regulations about purim, and it was written down in the records.",ang sugo ni rayna ester nagligon niining mga tulumanon sa purim ug kini nasulat sa basahon.
"Reuben, Simeon, Levi and Judah;","si ruben, si Simeon, si Levi, si Juda,"
"Issachar, Zebulun and Benjamin;","si isacar, si zabulon, ug si Benjamin,"
Dan and Naphtali; Gad and Asher.,"si Dan, si neftali, si Gad, ug si aser."
the descendants of Jacob numbered seventy in all; Joseph was already in Egypt.,"ug ang tanang kaliwat ni Jacob, 70 ka buok. si Jose didto nang daan sa Ehipto."
"now Joseph and all his brothers and all that generation died,","unya namatay si Jose ug ang tanan niyang mga igsoon, ug ang tanan niadtong maong kaliwatan."
"then a new king, to whom Joseph meant nothing, came to power in Egypt.",unya dihay miabot nga usa ka bagong hari sa Ehipto nga wala makaila kang Jose.
"“look,” he said to his people, “the Israelites have become far too numerous for us.","ug siya miingon sa iyang katawhan, “tanawa, ang katawhan sa Israel hilabihan ka daghan ug mas ligon pa kay kanato."
his sister stood at a distance to see what would happen to him.,ug ang igsoon nga babaye sa bata nagtindog sa layo aron sa pagtanaw sa mahitabo kaniya.
"“yes, go,” she answered. so the girl went and got the babys mother.","ug ang anak nga babaye sa paraon mitubag, “lakaw.” unya milakaw ang batang babaye ug gitawag niya ang inahan sa bata."
"when the girls returned to reuel their father, he asked them, “why have you returned so early today?”","sa ilang pagpauli, ang ilang amahan nga si reuel miingon kanila, “nganong sayo man kamong miabot karong adlawa?”"
"Moses agreed to stay with the man, who gave his daughter zipporah to Moses in marriage.",ug si Moises miuyon sa pagpuyo uban niadtong tawhana ug iyang gihatag kang Moises ang iyang anak nga babaye nga si zipora.
so God looked on the Israelites and was concerned about them.,ug nakita sa Dios ang katawhan sa Israel ug ang Dios nahibalo sa ilang kahimtang.
"so Moses thought, “i will go over and see this strange sightwhy the bush does not burn up.”","unya si Moises miingon, “moadto ako ug tanawon nako kining talagsaong talanawon, kon ngano nga wala maugdaw ang sampinit.”"
"and now the cry of the Israelites has reached me, and i have seen the way the Egyptians are oppressing them.",ug karon ang pagtuaw sa katawhan sa Israel miabot kanako ug nakita nako kon giunsa sila pagdaogdaog sa mga ehiptohanon.
"so now, go. i am sending you to pharaoh to bring my people the Israelites out of Egypt.”","busa, dali, paadtoon ko ikaw ngadto sa paraon aron kuhaon nimo ang akong katawhan, ang mga anak ni Israel gikan sa Ehipto.”"
but i know that the king of Egypt will not let you go unless a mighty hand compels him.,"nahibalo ako nga ang hari sa Ehipto dili motugot kaninyo sa paglakaw, gawas kon pinaagi sa usa ka gamhanang kamot."
"then the Lord said to him, “what is that in your hand?” “a staff,” he replied.","ug ang Ginoo miingon, “unsa man kanang anaa sa imong kamot?” ug siya miingon, “usa ka sungkod.”"
"then the Lord said, “if they do not believe you or pay attention to the first sign, they may believe the second.","ang Dios miingon, “kon sila dili motuo kanimo o magtagad sa una nga ilhanan, sila mahimong motuo sa ikaduhang ilhanan."
now go; i will help you speak and will teach you what to say.”,"busa lakaw, kay ako maguban sa imong baba ug magtudlo kanimo kon unsa ang imong isulti.”"
"but Moses said, “pardon your servant, Lord. please send someone else.”","apan si Moises miingon, “o akong Ginoo, naghangyo ako, lain lang ang paadtoa.”"
but take this staff in your hand so you can perform the signs with it.”,ug ikaw magbitbit niining sungkod sa imong kamot nga uban niini magbuhat ikaw ug mga ilhanan.”
"then say to pharaoh, ‘this is what the Lord says: Israel is my firstborn son,","ug ikaw moingon sa paraon, ‘mao kini ang giingon Ginoo :: si Israel mao ang akong kamagulangan nga anak nga lalaki,"
"at a lodging place on the way, the Lord met Moses and was about to kill him.","didto sa dalan, sa usa ka balay nga abotanan, ang Ginoo misugat kaniya ug nagtinguha sa pagpatay kaniya."
"Moses and Aaron brought together all the elders of the Israelites,",unya si Moises ug si Aaron miadto ug gitigom ang tanang pangulo sa katawhan sa Israel.
"then pharaoh said, “look, the people of the land are now numerous, and you are stopping them from working.”","ug ang paraon miingon, “tanawa, ang katawhan sa yuta daghan na ug inyo silang pahunongon sa ilang mga buhat!”"
that same day pharaoh gave this order to the slave drivers and overseers in charge of the people:,"niadtong adlawa nagsugo ang paraon sa mga tigdumala sa buhat sa katawhan ug sa ilang mga kapatas,"
so the people scattered all over Egypt to gather stubble to use for straw.,busa ang katawhan nakatag sa tibuok yuta sa Ehipto aron sa pagkuha ug mga tuod sa trigo ingon nga dagami.
"when they left pharaoh, they found Moses and Aaron waiting to meet them,",ilang nasugatan si Moises ug si Aaron nga nagtindog sa dalan sa ilang pagpauli gikan sa paraon.
"God also said to Moses, “i am the Lord ..","ug ang Dios miingon kang Moises, “ako mao ang Ginoo."
"then the Lord said to Moses,","unya ang Ginoo miingon kang Moises,"
"“go, tell pharaoh king of Egypt to let the Israelites go out of his country.”","“lakaw, sultihi ang paraon nga hari sa Ehipto nga pagulaon niya ang katawhan sa Israel gikan sa iyang yuta.”"
"the sons of gershon, by clans, were libni and shimei.",ang mga anak nga lalaki ni gerson: si libni ug si simei sumala sa ilang panimalay.
"the sons of kohath were amram, izhar, Hebron and uzziel. kohath lived 133 years.","ang mga anak nga lalaki ni kohat: si amram, si isar, si Hebron ug si uziel. ug ang mga tuig sa kinabuhi ni kohat, 133 ka tuig."
"the sons of izhar were korah, nepheg and zikri.","ang mga anak nga lalaki ni isar: si korah, si nefeg ug si zikri."
"the sons of uzziel were mishael, elzaphan and sithri.","ang mga anak nga lalaki ni uziel: si misael, si elsapan, ug si sitri."
"now when the Lord spoke to Moses in Egypt,","sa adlaw nga misulti ang Ginoo kang Moises didto sa yuta sa Ehipto,"
"he said to him, “i am the Lord .. tell pharaoh king of Egypt everything i tell you.”","ang Ginoo miingon, “ako ang Ginoo, sultihi ang paraon nga hari sa Ehipto sa tanan nga akong gisulti kanimo.”"
"but Moses said to the Lord ,, “since i speak with faltering lips, why would pharaoh listen to me?”","apan si Moises miingon sa Ginoo, “tanawa, ako dili maayong manulti busa unsaon man pagpamati sa paraon kanako?”"
Moses and Aaron did just as the Lord commanded them.,ug kini gibuhat ni Moises ug ni Aaron sumala sa gisugo sa Ginoo kanila.
Moses was eighty years old and Aaron eightythree when they spoke to pharaoh.,si Moises nagpanuigon na ug 80 ka tuig ug si Aaron may 83 ka tuig sa dihang misulti sila sa paraon.
"the Lord said to Moses and Aaron,","ang Ginoo miingon kang Moises ug kang Aaron,"
each one threw down his staff and it became a snake. but aarons staff swallowed up their staffs.,kay ang matag usa miitsa sa iyang sungkod ug nahimo kining mga bitin apan ang sungkod ni Aaron milamoy sa ilang mga sungkod.
"then the Lord said to Moses, “pharaohs heart is unyielding; he refuses to let the people go.","unya ang Ginoo miingon kang Moises, “ang kasingkasing sa paraon migahi, nagdumili siya sa pagpalakaw sa katawhan."
"instead, he turned and went into his palace, and did not take even this to heart.","ang paraon mitalikod ug mipauli sa iyang balay, wala gani manumbaling niini sa iyang kasingkasing."
seven days passed after the Lord struck the Nile.,natapos ang pito ka adlaw human hampaka sa Ginoo ang suba.
"if you refuse to let them go, i will send a plague of frogs on your whole country.","apan kon ikaw dili motugot kanila sa pagpalakaw, kastigohon nako ang imong nasod pinaagi sa mga baki."
the frogs will come up on you and your people and all your officials.’ ””,"ang mga baki manungtong kanimo, sa imong katawhan ug sa tanan nimo nga mga alagad.’ ””"
"so Aaron stretched out his hand over the waters of Egypt, and the frogs came up and covered the land.",busa gituyod ni Aaron ang iyang kamot ibabaw sa katubigan sa Ehipto ug ang mga baki mitungha ug milukop sa yuta sa Ehipto.
"they were piled into heaps, and the land reeked of them.",ug ilang gitigom ang mga baki nga pinundok ug ang yuta nabaho.
i will make a distinction between my people and your people. this sign will occur tomorrow.’ ””,ug magbutang ako ug usa ka ali sa taliwala sa akong katawhan ug sa imong katawhan. ugma mahitabo kining maong milagro.’ ””
"then Moses left pharaoh and prayed to the Lord ,,",busa si Moises mibiya gikan sa paraon ug nagampo siya ngadto sa Ginoo ..
but this time also pharaoh hardened his heart and would not let the people go.,apan ang paraon nagpagahi na usab sa iyang kasingkasing niining panahona ug wala niya tugoti sa paglakaw ang katawhan.
"if you refuse to let them go and continue to hold them back,","kay kon ikaw magdumili sa pagpalakaw kanila ug magpugong gihapon kanila,"
"the Lord set a time and said, “tomorrow the Lord will do this in the land.”","ug ang Ginoo nagtakda ug panahon nga nagingon, “ugma buhaton sa Ginoo kining butanga dinhi sa Ehipto.”"
"but the Lord hardened pharaohs heart and he would not listen to Moses and Aaron, just as the Lord had said to Moses.","apan gipagahi sa Ginoo ang kasingkasing sa paraon ug siya wala mamati kanila, sumala sa gisulti sa Ginoo kang Moises."
you still set yourself against my people and will not let them go.,nagpataas pa gihapon ikaw sa imong kaugalingon batok sa akong katawhan ug dili nimo sila tugotan sa paglakaw.
but those who ignored the word of the Lord left their slaves and livestock in the field.,"apan ang wala magtagad sa pulong sa Ginoo, nagpasagad sa iyang mga ulipon ug sa iyang kahayopan didto sa uma."
"the only place it did not hail was the land of goshen, where the Israelites were.",sa yuta lamang sa gosen diin nagpuyo ang katawhan sa Israel ang walay ulan nga yelo.
but i know that you and your officials still do not fear the Lord God.”,"apan mahitungod kanimo ug sa imong mga alagad, nahibalo ako nga wala pa gihapon kamo mahadlok sa Ginoo nga Dios.”"
"(the flax and barley were destroyed, since the barley had headed and the flax was in bloom.",ang mga tanom nga himoon ug lino ug ang sebada nangadaot kay ang sebada nangauhay na ug ang tanom nga himoon ug lino namulak na.
"the wheat and spelt, however, were not destroyed, because they ripen later.)",apan ang mga trigo wala mangadaot kay ulahi man kining nangahinog.
"if you refuse to let them go, i will bring locusts into your country tomorrow.","kay kon magdumili ikaw sa pagpalakaw sa akong katawhan, magpadala ako ugma ug mga dulon sa imong nasod,"
Moses then left pharaoh and prayed to the Lord ..,busa mibiya si Moises gikan sa paraon ug nagampo sa Ginoo.
"but the Lord hardened pharaohs heart, and he would not let the Israelites go.",apan gipagahi sa Ginoo ang kasingkasing sa paraon ug wala niya tugoti sa paglakaw ang mga anak ni Israel.
"but the Lord hardened pharaohs heart, and he was not willing to let them go.",apan gipagahi sa Ginoo ang kasingkasing sa paraon ug wala niya sila tugoti sa paglakaw.
"“just as you say,” Moses replied. “i will never appear before you again.”","si Moises miingon, “sumala sa imong giingon, dili na ako magpakita kanimo pagusab.”"
"so Moses said, “this is what the Lord says: ‘about midnight i will go throughout Egypt.","si Moises miingon, “mao kini ang giingon sa Ginoo: sa mga tungang gabii mosuroy ako sa taliwala sa Ehipto."
"the Lord said to Moses and Aaron in Egypt,","ang Ginoo miingon kang Moises ug kang Aaron didto sa yuta sa Ehipto,"
"“this month is to be for you the first month, the first month of your year.",“kining bulana mahimo nga sinugdan sa mga bulan alang kaninyo. mahimo kini alang kaninyo nga unang bulan sa tuig.
"that same night they are to eat the meat roasted over the fire, along with bitter herbs, and bread made without yeast.",nianang gabhiona ilang kaonon ang unod nga inasal. uban sa mga pan nga walay patubo ug sa mga utanon nga pait ila kining kaonon.
"do not leave any of it till morning; if some is left till morning, you must burn it.","ug ayaw kamo pagsalin niini hangtod sa pagkabuntag. kon adunay masalin niini sa pagkabuntag, sunoga kini."
“obey these instructions as a lasting ordinance for you and your descendants.,tumanon ninyo kini nga pahimangno ingon nga usa ka tulumanon alang kaninyo ug sa inyong mga kaliwat hangtod sa kahangtoran.
"when you enter the land that the Lord will give you as he promised, observe this ceremony.","ug sa diha nga mosulod kamo sa yuta nga ihatag sa Ginoo kaninyo sumala sa iyang gisaad, tumana ninyo kini nga tulumanon."
"and when your children ask you, ‘what does this ceremony mean to you?’","ug sa diha nga ang inyong mga anak moingon kaninyo, ‘unsa bay gipasabot niining maong tulumanon?’"
the Israelites did just what the Lord commanded Moses and Aaron.,"unya ang katawhan sa Israel milakaw, ug nagbuhat sa ingon. sumala sa gisugo sa Ginoo kang Moises ug kang Aaron sila nagbuhat."
"many other people went up with them, and also large droves of livestock, both flocks and herds.",mipanaw usab uban kanila ang nagsagol nga panon sa katawhan ug mga karnero ug kahayopan nga hilabihan ka daghan.
now the length of time the israelite people lived in Egypt was 430 years.,ang gidugayon sa pagpuyo sa katawhan sa Israel didto sa Ehipto 430 ka tuig.
"at the end of the 430 years, to the very day, all the Lord ’s divisions left Egypt.","human sa 430 ka tuig, niadto gayong adlawa, ang tanang panon sa Ginoo migula gikan sa yuta sa Ehipto."
"any slave you have bought may eat it after you have circumcised him,",apan ang tanan nga ulipon nga pinalit ug salapi makakaon niini human nimo siya matuli.
but a temporary resident or a hired worker may not eat it.,walay langyaw o sinuholan nga sulugoon nga makakaon niini.
the whole community of Israel must celebrate it.,ang tibuok katilingban sa Israel kinahanglan nga magtuman niini.
the same law applies both to the nativeborn and to the foreigner residing among you.”,usa lamang ang balaod alang sa lumad ug alang sa langyaw nga mopuyo diha kaninyo.”
all the Israelites did just what the Lord had commanded Moses and Aaron.,busa gibuhat kini sa tanang katawhan sa Israel. sumala sa gisugo sa Ginoo kang Moises ug kang Aaron sila nagbuhat.
and on that very day the Lord brought the Israelites out of Egypt by their divisions.,"ug niadto gayong adlawa, gikuha sa Ginoo ang katawhan sa Israel gikan sa yuta sa Ehipto sumala sa ilang mga panon."
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
"today, in the month of aviv, you are leaving.","niining adlawa, sa bulan sa abib mibiya kamo."
you must keep this ordinance at the appointed time year after year.,busa tumana kining tulumanon sa iyang gitakda nga panahon matag tuig.
after leaving sukkoth they camped at etham on the edge of the desert.,ug migikan sila sa sucot ug nagkampo sa etam sa daplin sa kamingawan.
neither the pillar of cloud by day nor the pillar of fire by night left its place in front of the people.,ang haligi nga panganod panahon sa adlaw ug ang haligi nga kalayo panahon sa gabii wala mobiya sa atubangan sa mga tawo.
"then the Lord said to Moses,","unya ang Ginoo miingon kang Moises,"
"pharaoh will think, ‘the Israelites are wandering around the land in confusion, hemmed in by the desert.’","ang paraon moingon mahitungod sa katawhan sa Israel, ‘nalitag sila sa yuta, ang kamingawan naglibot kanila.’"
so he had his chariot made ready and took his army with him.,busa giandam niya ang iyang karwahi ug gidala niya ang iyang kasundalohan.
the Lord will fight for you; you need only to be still.”,"ang Ginoo mao ang makigaway alang kaninyo, ug maghilom lamang kamo.”"
the Lord is a warrior; the Lord is his name.,ang Ginoo manggugubat; Yahweh ang iyang ngalan.
the deep waters have covered them; they sank to the depths like a stone.,ang lawom nga katubigan mitabon kanila; nangaunlod sila ngadto sa kahiladman sama sa usa ka bato.
"your right hand, Lord ,, was majestic in power. your right hand, Lord ,, shattered the enemy.","ang imong tuong kamot, o Ginoo, mahimayaon diha sa gahom, ang imong tuong kamot, o Ginoo, nagdugmok sa kaaway."
"“you stretch out your right hand, and the earth swallows your enemies.","gituyod nimo ang imong tuong kamot, ang yuta milamoy kanila."
the nations will hear and tremble; anguish will grip the people of Philistia.,"ang mga katawhan nakadungog, ug sila nangurog; gihakop sa mga kasakit ang nagpuyo sa filistia."
"the chiefs of Edom will be terrified, the leaders of Moab will be seized with trembling, the people of Canaan will melt away;",unya ang mga kadagkoan sa Edom nangalisang; ang mga pangulo sa Moab nangurog; ang tanang nagpuyo sa Canaan nangatunaw.
“the Lord reigns for ever and ever.”,ang Ginoo maghari hangtod sa kahangtoran.”
"so the people grumbled against Moses, saying, “what are we to drink?”","ug ang katawhan nagbagulbol batok kang Moises nga nagingon, “unsa may atong imnon?”"
in the desert the whole community grumbled against Moses and Aaron.,ug ang tibuok katilingban sa katawhan sa Israel nagbagulbol batok kang Moises ug batok kang Aaron didto sa kamingawan.
"the Lord said to Moses,","ug ang Ginoo miingon kang Moises,"
"the Israelites did as they were told; some gathered much, some little.","ug ang katawhan sa Israel nagbuhat sa ingon ug nanguha sila, ang uban daghan ug ang uban diyotay."
"then Moses said to them, “no one is to keep any of it until morning.”","ug si Moises miingon kanila, “walay si bisan kinsa nga magsalin niini hangtod sa buntag.”"
"each morning everyone gathered as much as they needed, and when the sun grew hot, it melted away.","nanguha sila niini matag buntag, ang matag usa sumala sa iyang makaon apan sa dihang miinit ang adlaw, natunaw kini."
"so they saved it until morning, as Moses commanded, and it did not stink or get maggots in it.",ug ila kining gitipigan hangtod sa pagkabuntag sumala sa gisugo ni Moises ug kini wala mapanos ug kini walay ulod usab.
"nevertheless, some of the people went out on the seventh day to gather it, but they found none.","sa ikapito nga adlaw, ang ubang mga tawo migula aron manguha apan wala sila makakita."
"then the Lord said to Moses, “how long will you refuse to keep my commands and my instructions?","ug ang Ginoo miingon kang Moises, “hangtod kanusa ba kamo magdumili sa akong kasugoan ug sa akong mga balaod?"
so the people rested on the seventh day.,busa ang katawhan mipahulay sa ikapito nga adlaw.
(an omer is onetenth of an ephah.),ang usa ka omer mao ang ikapulo nga bahin sa epha.
the Amalekites came and attacked the Israelites at rephidim.,unya miabot ang amalek ug nakigaway sa Israel didto sa refidim.
