en	ceb
He adorned the temple with precious stones. And the gold he used was gold of Parvaim.	Iyang gidayandayanan ang dapit ug bililhon nga mga bato, ug ang bulawan nga gigamit bulawan sa Parvaim.
He placed the Sea on the south side, at the southeast corner.	Ug iyang gibutang ang tangke dapit sa habagatang silangan nga eskina sa balay.
The king had them cast in clay molds in the plain of the Jordan between Sukkoth and Zarethan.	Diha sa kapatagan sa Jordan gitunaw kini sa hari diha sa kulonon nga yuta taliwala sa Sucot ug sa Zereda.
All these things that Solomon made amounted to so much that the weight of the bronze could not be calculated.	Gidaghan ni Solomon paghimo kining mga butanga mao nga ang gibug-aton sa bronsi wala mahibaloi.
the gold floral work and lamps and tongs (they were solid gold);	ang mga bulak, ang mga lampara, ang mga kumpit mga lunsayng bulawan;
And all the Israelites came together to the king at the time of the festival in the seventh month.	Ug ang tanang katawhan sa Israel nagtigom sa atubangan sa hari panahon sa kasaulogan sa ikapitong bulan.
When all the elders of Israel had arrived, the Levites took up the ark,	Ug ang tanang kadagkoan sa Israel miadto ug gikuha sa mga Levihanon ang sudlanan sa kasabotan.
Then Solomon said, “The Lord has said that he would dwell in a dark cloud;	Unya si Solomon miingon, “Ang Ginoo miingon nga siya buot mopuyo sa hilabihang kangitngit.
I have built a magnificent temple for you, a place for you to dwell forever.”	Ako nagtukod alang kanimo ug usa ka matahom nga balay, usa ka dapit nga imong puy-an hangtod sa kahangtoran.”
And now, Lord , the God of Israel, let your word that you promised your servant David come true.	Busa karon, O Ginoo, Dios sa Israel, mapamatud-an unta ang imong pulong nga imong gisulti sa imong alagad nga si David.
then hear from heaven their prayer and their plea, and uphold their cause.	pamatia gikan sa langit ang ilang pag-ampo ug ang ilang pagpangamuyo ug labani ang ilang katungod.
“Now, my God, may your eyes be open and your ears attentive to the prayers offered in this place.	Karon, O akong Dios, himoa nga ang imong mga mata mabuka ug ang imong mga dalunggan mamati sa pag-ampo gikan niining dapita.
The priests could not enter the temple of the Lord because the glory of the Lord filled it.	Ang mga pari wala makasulod sa balay sa Ginoo, tungod kay ang himaya sa Ginoo milukop sa balay sa Ginoo.
Then the king and all the people offered sacrifices before the Lord .	Unya ang hari ug ang tibuok nga katawhan naghalad ug inihaw sa atubangan sa Ginoo.
Now my eyes will be open and my ears attentive to the prayers offered in this place.	Karon ang akong mga mata mabuka ug ang akong mga dalunggan mamati sa pag-ampo nga gihimo dinhi niining dapita.
At the end of twenty years, during which Solomon built the temple of the Lord and his own palace,	Human sa 20 ka tuig, sa pagtukod ni Solomon sa balay sa Ginoo ug sa iyang kaugalingong balay,
Solomon then went to Hamath Zobah and captured it.	Unya si Solomon miadto sa Hamat-soba ug gikuha kini.
He also built up Tadmor in the desert and all the store cities he had built in Hamath.	Iyang gitukod ang Tadmor didto sa kamingawan ug ang tanang mga siyudad nga tipiganan nga iyang gitukod didto sa Hamat.
Then Solomon went to Ezion Geber and Elath on the coast of Edom.	Unya miadto si Solomon sa Esion-geber ug sa Elot sa baybayon didto sa yuta sa Edom.
Solomon answered all her questions; nothing was too hard for him to explain to her.	Ug si Solomon mitubag sa tanan niyang mga pangutana ug walay bisan unsa nga natago kang Solomon nga wala niya isugilon kaniya.
When the queen of Sheba saw the wisdom of Solomon, as well as the palace he had built,	Sa pagkakita sa rayna sa Seba sa kaalam ni Solomon ug sa balay nga iyang gitukod,
The weight of the gold that Solomon received yearly was 666 talents,	Ang gibug-aton sa bulawan nga moabot kang Solomon sa usa ka tuig, 666 ka talanton nga bulawan,
King Solomon was greater in riches and wisdom than all the other kings of the earth.	Busa si Hari Solomon milabaw sa tanang mga hari sa yuta diha sa kadato ug sa kaalam.
Solomon’s horses were imported from Egypt and from all other countries.	Ug ang mga kabayo gipalit alang kang Solomon gikan sa Ehipto ug gikan sa tanang kayutaan.
Solomon reigned in Jerusalem over all Israel forty years.	Ug si Solomon naghari sa Jerusalem ibabaw sa tibuok Israel sulod sa 40 ka tuig.
Rehoboam went to Shechem, for all Israel had gone there to make him king.	Si Rehoboam miadto sa Sekem kay ang tibuok Israel miadto sa Sekem aron sa paghimo kaniya nga hari.
So they sent for Jeroboam, and he and all Israel went to Rehoboam and said to him:	Ilang gipasugoan ug gipatawag siya ug si Jeroboam ug ang tibuok Israel miadto ug miingon kang Rehoboam,
Rehoboam answered, “Come back to me in three days.” So the people went away.	Siya miingon kanila, “Balik nganhi kanako human sa tulo ka adlaw.” Busa ang katawhan namiya.
The king answered them harshly. Rejecting the advice of the elders,	Ug ang hari misingka pagtubag kanila ug gisalikway ang tambag sa mga tigulang,
But as for the Israelites who were living in the towns of Judah, Rehoboam still ruled over them.	Apan si Rehoboam naghari sa katawhan sa Israel nga nagpuyo sa mga siyudad sa Juda.
So Israel has been in rebellion against the house of David to this day.	Busa ang Israel mialsa batok sa banay ni David hangtod niining adlawa.
But this word of the Lord came to Shemaiah the man of God:	Apan ang pulong sa Ginoo miabot kang Semaias, ang tawo sa Dios,
“Say to Rehoboam son of Solomon king of Judah and to all Israel in Judah and Benjamin,	“Isulti kang Rehoboam nga anak ni Solomon, hari sa Juda, ug sa tibuok Israel nga anaa sa Juda ug sa Benjamin,
Rehoboam lived in Jerusalem and built up towns for defense in Judah:	Si Rehoboam mipuyo sa Jerusalem ug nagtukod ug mga siyudad nga salipdanan sa Juda.
Bethlehem, Etam, Tekoa,	Iyang gitukod ang Betlehem, ang Etam, ang Tekoa,
Beth Zur, Soko, Adullam,	ang Bet-sur, ang Soco, ang Adulam,
Gath, Mareshah, Ziph,	ang Gat, ang Maresa, ang Zif,
Adoraim, Lachish, Azekah,	ang Adoraim, ang Lakis, ang Aseka,
Zorah, Aijalon and Hebron. These were fortified cities in Judah and Benjamin.	ang Zora, ang Aialon, ug ang Hebron, mga kinutaang siyudad nga anaa sa Juda ug sa Benjamin.
The priests and Levites from all their districts throughout Israel sided with him.	Unya ang mga pari ug ang mga Levihanon nga didto sa tibuok Israel midangop kaniya gikan sa tanang dapit nga ilang gipuy-an.
She bore him sons: Jeush, Shemariah and Zaham.	Siya nanganak kaniya ug mga anak nga lalaki: si Jeus, si Semarias ug si Zaham.
he captured the fortified cities of Judah and came as far as Jerusalem.	Nakuha niya ang mga kinutaang siyudad sa Juda ug miadto hangtod sa Jerusalem.
The leaders of Israel and the king humbled themselves and said, “The Lord is just.”	Unya ang mga pangulo sa Israel ug ang hari nagpaubos sa ilang kaugalingon ug miingon, “Ang Ginoo matarong.”
He did evil because he had not set his heart on seeking the Lord .	Naghimo siya ug daotan tungod kay wala niya ibutang ang iyang kasingkasing sa pagpangita sa Ginoo.
In the eighteenth year of the reign of Jeroboam, Abijah became king of Judah,	Sa ikanapulo ug walo nga tuig ni Hari Jeroboam, si Abias misugod sa paghari sa Juda.
Yet Jeroboam son of Nebat, an official of Solomon son of David, rebelled against his master.	Apan si Jeroboam nga anak ni Nebat, ang alagad ni Solomon nga anak ni David, mitindog ug nakigbatok sa iyang agalon.
The Israelites fled before Judah, and God delivered them into their hands.	Ug ang katawhan sa Israel nanagan gikan sa atubangan sa Juda ug ang Dios mitugyan kanila diha sa ilang kamot.
The other events of Abijah’s reign, what he did and what he said, are written in the annotations of the prophet Iddo.	Ug ang uban nga mga buhat ni Abias ug ang iyang mga pamaagi gisulat sa kasaysayan sa propeta nga si Ido.
Asa did what was good and right in the eyes of the Lord his God.	Gihimo ni Asa ang maayo ug matarong diha sa mga mata sa Ginoo nga iyang Dios.
The Spirit of God came on Azariah son of Oded.	Unya ang Espiritu sa Dios miabot kang Asarias nga anak ni Oded.
But in their distress they turned to the Lord , the God of Israel, and sought him, and he was found by them.	Apan sa ilang kalisdanan sila midangop sa Ginoo, ang Dios sa Israel, ug gipangita siya ug ilang nakit-an siya.
But as for you, be strong and do not give up, for your work will be rewarded.”	Apan ikaw, pagmaisogon! Ayaw itugot nga mahuyang ang imong mga kamot, kay ang imong buhat gantihan.”
They assembled at Jerusalem in the third month of the fifteenth year of Asa’s reign.	Busa sila nagkatigom didto sa Jerusalem sa ikatulong bulan, sa ikanapulo ug lima nga tuig sa paghari ni Asa.
There was no more war until the thirty-fifth year of Asa’s reign.	Ug wala nay gubat hangtod sa ika-35 nga tuig sa paghari ni Asa.
When Baasha heard this, he stopped building Ramah and abandoned his work.	Sa pagkadungog ni Baasa niini, iyang gibiyaan ang pagtukod sa Rama ug gipahunong niya ang iyang buhat.
Then in the forty-first year of his reign Asa died and rested with his ancestors.	Unya si Asa mipahulay uban sa iyang mga katigulangan ug namatay sa ika-41 nga tuig sa iyang paghari.
Jehoshaphat his son succeeded him as king and strengthened himself against Israel.	Si Jehosafat nga iyang anak maoy naghari puli kaniya ug naglig-on sa iyang kaugalingon batok sa Israel.
Jehoshaphat became more and more powerful; he built forts and store cities in Judah	Ug si Jehosafat miuswag sa hilabihan gayod. Siya nagtukod ug mga kuta didto sa Juda ug mga siyudad nga tipiganan,
next, Jehohanan the commander, with 280,000;	ug sunod kaniya si Jehohanan nga tigmando uban ang 280,000,
next, Jehozabad, with 180,000 men armed for battle.	ug sunod kaniya si Jehosabad uban ang 180,000 nga sangkap sa hinagiban alang sa gubat.
But Jehoshaphat also said to the king of Israel, “First seek the counsel of the Lord .”	Apan si Jehosafat miingon sa hari sa Israel, “Pakisayod una alang sa pulong sa Ginoo .”
But Jehoshaphat asked, “Is there no longer a prophet of the Lord here whom we can inquire of?”	Apan si Jehosafat miingon, “Wala bay laing propeta sa Ginoo dinhi nga among mapakisayran?”
So the king of Israel called one of his officials and said, “Bring Micaiah son of Imlah at once.”	Unya ang hari sa Israel mitawag ug usa ka tinugyanan ug miingon, “Dad-a pagdali si Micaias nga anak ni Imla.”
But Micaiah said, “As surely as the Lord lives, I can tell him only what my God says.”	Apan si Micaias miingon, “Ingon nga ang Ginoo buhi, unsay gisulti sa akong Dios, kana maoy akong isulti.”
So the king of Israel and Jehoshaphat king of Judah went up to Ramoth Gilead.	Busa ang hari sa Israel ug si Jehosafat nga hari sa Juda miadto sa Ramot-gilead.
for when the chariot commanders saw that he was not the king of Israel, they stopped pursuing him.	kay sa pagkakita sa mga pangulo sa mga karwahi nga kadto dili mao ang hari sa Israel, sila namalik gikan sa paggukod kaniya.
When Jehoshaphat king of Judah returned safely to his palace in Jerusalem,	Unya si Jehosafat nga hari sa Juda mipauli nga wala maunsa ngadto sa iyang balay sa Jerusalem.
He appointed judges in the land, in each of the fortified cities of Judah.	Siya nagbutang ug mga maghuhukom sa yuta sa tanang mga kinutaang siyudad sa Juda, sa matag siyudad,
They have lived in it and have built in it a sanctuary for your Name, saying,	Sila namuyo didto ug nagtukod alang kanimo ug usa ka balaan nga puluy-anan alang sa imong ngalan, ug nag-ingon,
All the men of Judah, with their wives and children and little ones, stood there before the Lord .	Ang tanang katawhan sa Juda mitindog sa atubangan sa Ginoo uban ang ilang mga gagmay, ang ilang mga asawa ug ang ilang mga anak.
They entered Jerusalem and went to the temple of the Lord with harps and lyres and trumpets.	Sila nangabot sa Jerusalem uban ang mga alpa ug mga lira ug mga trumpeta ngadto sa balay sa Ginoo.
And the kingdom of Jehoshaphat was at peace, for his God had given him rest on every side.	Busa ang gingharian ni Jehosafat malinawon kay ang iyang Dios mihatag kaniya ug pahulay sa palibot.
Later, Jehoshaphat king of Judah made an alliance with Ahaziah king of Israel, whose ways were wicked.	Human niini, si Jehosafat nga hari sa Juda nakig-abin kang Ahasias nga hari sa Israel nga nagbuhat ug daotan.
Jehoram was thirty-two years old when he became king, and he reigned in Jerusalem eight years.	Si Jehoram 32 ka tuig ang panuigon sa dihang nahimo siyang hari ug siya naghari sulod sa walo ka tuig didto sa Jerusalem.
In the time of Jehoram, Edom rebelled against Judah and set up its own king.	Sa iyang mga adlaw ang Edom mialsa batok sa paggahom sa Juda ug nagtuboy ug kaugalingon nilang hari.
After all this, the Lord afflicted Jehoram with an incurable disease of the bowels.	Human niining tanan, gikastigo siya sa Ginoo diha sa iyang mga tinai pinaagi sa usa ka sakit nga dili mamaayo.
So they seized her as she reached the entrance of the Horse Gate on the palace grounds, and there they put her to death.	Busa gidakop nila siya ug misulod siya sa agianan sa Ganghaan sa Kabayo sa balay sa hari ug didto gipatay nila siya.
All the people of the land rejoiced, and the city was calm, because Athaliah had been slain with the sword.	Busa ang tanang katawhan sa yuta nangalipay ug ang siyudad nagmalinawon human si Atalia mapatay pinaagi sa espada.
Joash did what was right in the eyes of the Lord all the years of Jehoiada the priest.	Si Joas nagbuhat sa matarong diha sa mga mata sa Ginoo sa tanang mga adlaw ni Jehoiada nga pari.
Jehoiada chose two wives for him, and he had sons and daughters.	Si Jehoiada nagkuha ug duha ka asawa alang kaniya ug siya nakabaton ug mga anak nga lalaki ug mga anak nga babaye.
Some time later Joash decided to restore the temple of the Lord .	Human niini, si Joas nakahunahuna sa pag-ayo sa balay sa Ginoo.
At the king’s command, a chest was made and placed outside, at the gate of the temple of the Lord .	Busa ang hari nagsugo ug sila naghimo ug usa ka kahon, ug gibutang kini didto sa gawas sa ganghaan sa balay sa Ginoo.
He did what was right in the eyes of the Lord , but not wholeheartedly.	Siya nagbuhat sa matarong diha sa mga mata sa Ginoo, apan dili sa usa ka putli nga kasingkasing.
He also hired a hundred thousand fighting men from Israel for a hundred talents of silver.	Nagsuhol usab siya ug usa ka gatos ka libo ka bantogang tawo sa kaisog gikan sa Israel, sa usa ka gatos ka talanton nga plata.
Judah was routed by Israel, and every man fled to his home.	Ang Juda nabuntog sa Israel ug ang matag tawo mikagiw ngadto sa iyang kaugalingong puluy-anan.
He was the one who rebuilt Elath and restored it to Judah after Amaziah rested with his ancestors.	Iyang gitukod ang Elot ug gibalik kini ngadto sa Juda, human ang hari mipahulay uban sa iyang mga katigulangan.
He did what was right in the eyes of the Lord , just as his father Amaziah had done.	Siya nagbuhat sa matarong diha sa mga mata sa Ginoo sumala sa tanan nga gibuhat ni Amasias nga iyang amahan.
Azariah the priest with eighty other courageous priests of the Lord followed him in.	Apan si Asarias nga pari misulod sunod kaniya uban ang 80 ka pari sa Ginoo nga mga isog nga tawo.
He built towns in the hill country of Judah and forts and towers in the wooded areas.	Dugang pa niini, nagtukod siya ug mga siyudad sa kabungtoran sa Juda ug mga kuta ug mga tore sa mga bungtod nga may mga kahoy.
Jotham grew powerful because he walked steadfastly before the Lord his God.	Busa si Jotam nahimong gamhanan tungod kay siya nagpahimutang sa iyang mga pamaagi sa atubangan sa Ginoo nga iyang Dios.
He was twenty-five years old when he became king, and he reigned in Jerusalem sixteen years.	Siya 25 ka tuig ang panuigon sa iyang pagsugod sa paghari ug naghari siya sulod sa napulo ug unom ka tuig didto sa Jerusalem.
He followed the ways of the kings of Israel and also made idols for worshiping the Baals.	apan siya naglakaw diha sa mga dalan sa mga hari sa Israel. Naghimo usab siya ug mga tinunaw nga mga larawan alang sa mga Baal.
Tiglath-Pileser king of Assyria came to him, but he gave him trouble instead of help.	Busa si Tilgat-pilneser nga hari sa Asiria miadto batok kaniya ug milisodlisod kaniya ug wala hinuon siya lig-ona.
In his time of trouble King Ahaz became even more unfaithful to the Lord .	Sa panahon sa iyang kalisod, misamot pa hinuon ang iyang pagkawalay pagtuo sa Ginoo, kining maong Hari Ahas.
He did what was right in the eyes of the Lord , just as his father David had done.	Siya nagbuhat sa matarong diha sa mga mata sa Ginoo, sumala sa tanan nga gibuhat ni David nga iyang amahan.
He brought in the priests and the Levites, assembled them in the square on the east side	Iyang gidala sa sulod ang mga pari ug mga Levihanon ug gitigom sila sa hawanan dapit sa silangan,
Early the next morning King Hezekiah gathered the city officials together and went up to the temple of the Lord .	Unya si Hesekias nga hari mibangon pagsayo ug gitigom ang mga pangulo sa siyudad ug mitungas ngadto sa balay sa Ginoo.
So the Levites stood ready with David’s instruments, and the priests with their trumpets.	Ang mga Levihanon nagtindog uban sa mga tulunggon ni David ug ang mga pari uban sa mga trumpeta.
When the offerings were finished, the king and everyone present with him knelt down and worshiped.	Sa natapos na ang paghalad, ang hari ug ang tanan nga diha uban kaniya, miyukbo ug misimba.
The animals consecrated as sacrifices amounted to six hundred bulls and three thousand sheep and goats.	Ang mga hinalad unom ka gatos ka baka ug tulo ka libo ka karnero.
The plan seemed right both to the king and to the whole assembly.	Ug ang plano matarong alang sa hari ug sa tibuok katilingban.
Nevertheless, some from Asher, Manasseh and Zebulun humbled themselves and went to Jerusalem.	Pipila lamang ka tawo sa Aser ug sa Manases ug sa Zabulon ang nagpaubos sa ilang kaugalingon, ug miadto sa Jerusalem.
And the Lord heard Hezekiah and healed the people.	Ang Ginoo namati kang Hesekias, ug giayo ang katawhan.
They began doing this in the third month and finished in the seventh month.	Sa ikatulo nga bulan sila misugod sa pagpundok ug natapos kini sa ikapito nga bulan.
Hezekiah asked the priests and Levites about the heaps;	Unya si Hesekias nangutana sa mga pari ug sa mga Levihanon mahitungod sa mga pinundok.
Hezekiah gave orders to prepare storerooms in the temple of the Lord , and this was done.	Unya si Hesekias nagsugo kanila sa pag-andam ug mga lawak didto sa balay sa Ginoo ug ila kining giandam.
When Hezekiah saw that Sennacherib had come and that he intended to wage war against Jerusalem,	Ug sa diha nga nakita ni Hesekias nga si Senakerib miabot ug nga siya nagtinguha sa pagpakig-away batok sa Jerusalem,
King Hezekiah and the prophet Isaiah son of Amoz cried out in prayer to heaven about this.	Unya si Hesekias nga hari ug si Isaias nga propeta nga anak ni Amos nag-ampo mahitungod niini ug mituaw ngadto sa langit.
Manasseh was twelve years old when he became king, and he reigned in Jerusalem fifty-five years.	Si Manases 20 ka tuig ang panuigon sa iyang pagsugod sa paghari ug siya naghari sulod sa 55 ka tuig didto sa Jerusalem.
In both courts of the temple of the Lord , he built altars to all the starry hosts.	Siya nagtukod ug mga halaran alang sa tanang panon sa langit didto sa duha ka hawanan sa balay sa Ginoo.
The Lord spoke to Manasseh and his people, but they paid no attention.	Unya ang Ginoo misulti kang Manases ug sa iyang katawhan apan sila wala manumbaling.
Amon was twenty-two years old when he became king, and he reigned in Jerusalem two years.	Si Amon 22 ka tuig ang panuigon sa iyang pagsugod sa paghari ug siya naghari sulod sa duha ka tuig didto sa Jerusalem.
Amon’s officials conspired against him and assassinated him in his palace.	Ug ang iyang mga alagad nagsabotsabot sa tago batok kaniya ug gipatay siya diha sa iyang balay.
Josiah was eight years old when he became king, and he reigned in Jerusalem thirty-one years.	Si Josias walo ka tuig ang panuigon sa iyang pagsugod sa paghari ug siya naghari sulod sa 31 ka tuig didto sa Jerusalem.
When the king heard the words of the Law, he tore his robes.	Sa diha nga ang hari nakadungog sa mga pulong sa Balaod, iyang gigisi ang iyang mga bisti.
She said to them, “This is what the Lord , the God of Israel, says: Tell the man who sent you to me,	Siya miingon kanila, “Kini mao ang gisulti sa Ginoo, ang Dios sa Israel, ‘Sultihi ang tawo nga nagpadala kaninyo nganhi kanako,
Then the king called together all the elders of Judah and Jerusalem.	Unya ang hari nagpaadto ug gitigom ang tanang mga kadagkoan sa Juda ug sa Jerusalem.
He appointed the priests to their duties and encouraged them in the service of the Lord ’s temple.	Gitudlo niya ang mga pari ngadto sa ilang mga katungdanan ug gidasig sila sa pag-alagad sa balay sa Ginoo.
This Passover was celebrated in the eighteenth year of Josiah’s reign.	Sa ikanapulo ug walo nga tuig sa paghari ni Josias kining maong Pagsaylo gisaulog.
Jehoahaz was twenty-three years old when he became king, and he reigned in Jerusalem three months.	Si Jehoahas 23 ka tuig ang panuigon sa iyang pagsugod sa paghari ug siya naghari sulod sa tulo ka bulan didto sa Jerusalem.
Nebuchadnezzar king of Babylon attacked him and bound him with bronze shackles to take him to Babylon.	Batok kaniya miabot si Nabucodonosor nga hari sa Babilonia ug gigapos siya ug mga kadena aron dad-on siya ngadto sa Babilonia.
Grace and peace to you from God our Father and the Lord Jesus Christ.	Mainyo ang grasya ug kalinaw nga gikan sa Dios nga atong Amahan ug gikan sa Ginoong Jesu-Cristo.
For we do not write you anything you cannot read or understand. And I hope that,	Kay kami walay laing gisulat kaninyo gawas sa inyong mabasa ug masabot. Ako malaumon nga unta inyong masabtan sa hingpit,
But as surely as God is faithful, our message to you is not “Yes” and “No.”	Ingon nga ang Dios kasaligan, ang among pulong kaninyo dili “Oo” ug unya “Dili.”
Now it is God who makes both us and you stand firm in Christ. He anointed us,	Apan ang Dios mao ang naglig-on kanamo uban kaninyo diha kang Cristo, ug ang nagdihog kanamo.
So I made up my mind that I would not make another painful visit to you.	Kay ako nakahukom nga dili na lang moanha kaninyo pag-usab diha sa kasubo.
For if I grieve you, who is left to make me glad but you whom I have grieved?	Kay kon ako makapasubo man kaninyo, kinsa man unya ang molipay kanako kondili ang gipasubo nako?
The punishment inflicted on him by the majority is sufficient.	Alang sa maong tawo, igo na ang silot nga gipahamtang kaniya sa kadaghanan kaninyo,
Now instead, you ought to forgive and comfort him, so that he will not be overwhelmed by excessive sorrow.	busa kinahanglan nga karon inyo na siyang pasayloon ug hupayon, kay tingali unya ug masubrahan siya sa kaguol.
I urge you, therefore, to reaffirm your love for him.	Busa naghangyo ako kaninyo nga inyong pamatud-an kaniya ang inyong gugma.
in order that Satan might not outwit us. For we are not unaware of his schemes.	aron dili kita pahimuslan ni Satanas kay kita nahibalo man sa iyang mga pamaagi.
Such confidence we have through Christ before God.	Mao kana ang pagsalig nga among nabatonan pinaagi kang Cristo ngadto sa Dios,
will not the ministry of the Spirit be even more glorious?	dili ba nga mahimayaon pa ang pagpangalagad nga iya sa Espiritu?
For what was glorious has no glory now in comparison with the surpassing glory.	Sa pagkatinuod, niining kahimtanga, ang mahimayaon kaniadto nawad-an na karon sa himaya tungod sa himaya nga milabaw pa niini.
And if what was transitory came with glory, how much greater is the glory of that which lasts!	Kay kon mahimayaon man kadtong nagkahanaw, labi pang mahimayaon kadtong magpadayon.
Therefore, since we have such a hope, we are very bold.	Busa tungod kay kami nakabaton man sa maong paglaom, kami maisogon,
Even to this day when Moses is read, a veil covers their hearts.	Apan hangtod niining mga adlawa karon, sa dihang magbasa sila kang Moises, natabonan gihapon ang ilang mga hunahuna
But whenever anyone turns to the Lord, the veil is taken away.	apan sa diha nga idangop kini sa Ginoo, ang maong tabon makuha.
Now the Lord is the Spirit, and where the Spirit of the Lord is, there is freedom.	Karon ang Ginoo mao ang Espiritu, ug asa gani ang Espiritu sa Ginoo, anaa usab ang kagawasan.
Therefore, since through God’s mercy we have this ministry, we do not lose heart.	Busa sa among pagkabaton niining maong pagpangalagad kay kami gikaluy-an, wala kami maluya.
And even if our gospel is veiled, it is veiled to those who are perishing.	Ug kon ang among Maayong Balita natabonan man, kini natabonan lamang ngadto kanila nga nagkalaglag.
We are hard pressed on every side, but not crushed; perplexed, but not in despair;	Kami gipiit sa tanang paagi apan wala mapugngi; gilisodlisod apan wala kawad-i ug paglaom;
So then, death is at work in us, but life is at work in you.	Busa dinhi kanamo naglihok ang kamatayon, apan diha kaninyo ang kinabuhi.
Meanwhile we groan, longing to be clothed instead with our heavenly dwelling,	Kay dinhi niini kita nagpanghupaw sa atong pagpangandoy nga unta kasul-oban na kita sa atong langitnong puluy-anan,
because when we are clothed, we will not be found naked.	aron nga sa kasul-oban na kita niini, kita dili makit-an nga mga hubo.
Therefore we are always confident and know that as long as we are at home in the body we are away from the Lord.	Busa kanunay kita nga masaligon ug nasayod kita nga samtang ania pa kita sa lawas, kita layo gikan sa Ginoo
For we live by faith, not by sight.	kay kita naglakaw man pinaagi sa pagtuo, dili pinaagi sa atong panan-aw.
We are confident, I say, and would prefer to be away from the body and at home with the Lord.	Busa kita masaligon ug maayo pa alang kanato nga mahimulag sa lawas ug makig-uban sa Ginoo.
So we make it our goal to please him, whether we are at home in the body or away from it.	Busa sa ingon niana, maania man kita sa atong balay o mahilayo, kita nagtinguha sa pagpahimuot kaniya.
Therefore, if anyone is in Christ, the new creation has come: The old has gone, the new is here!	Busa kon ang tawo anaa kang Cristo, siya bag-o na nga binuhat; ang daan nangagi na, tan-awa, ang bag-o nahiabot na.
We put no stumbling block in anyone’s path, so that our ministry will not be discredited.	Kami wala magbutang ug babag diha sa agianan ni bisan kinsa, aron dili sawayon ang among pagpangalagad.
in beatings, imprisonments and riots; in hard work, sleepless nights and hunger;	sa mga pagbunal, sa pagkabilanggo, sa mga kagubot, sa mga kahago, sa mga pagtukaw, sa kagutom,
We have spoken freely to you, Corinthians, and opened wide our hearts to you.	Ang among baba abli nganha kaninyo, O mga Corintohanon; dako ang among kasingkasing.
We are not withholding our affection from you, but you are withholding yours from us.	Wala kami magkulang kaninyo, kamo hinuon ang nagkulang sa inyong pagbati.
What harmony is there between Christ and Belial ? Or what does a believer have in common with an unbeliever?	Unsa may pakig-uyon ni Cristo kang Bilial? O unsa may gisalohan sa magtutuo uban sa dili magtutuo?
But God, who comforts the downcast, comforted us by the coming of Titus,	Apan ang Dios nga naglipay sa mga masulub-on, milipay kanamo pinaagi sa pag-abot ni Tito.
I am glad I can have complete confidence in you.	Ako nagmalipayon tungod kay ako hingpit nga nagsalig kaninyo.
And now, brothers and sisters, we want you to know about the grace that God has given the Macedonian churches.	Karon buot kami nga masayod kamo, mga igsoon, mahitungod sa grasya sa Dios nga gihatag diha sa mga iglesia sa Macedonia.
For I testify that they gave as much as they were able, and even beyond their ability. Entirely on their own,	Kay ako saksi nga sumala sa ilang maabot, ug labaw pa gani, sila mihatag nga kinabubut-on,
they urgently pleaded with us for the privilege of sharing in this service to the Lord’s people.	uban sa mapugsanong paghangyo kanamo nga kahatagan sa katungod sa pagpakig-ambit sa pagtabang sa mga balaan.
For if the willingness is there, the gift is acceptable according to what one has, not according to what one does not have.	Kay kon anaa ang pagkamatinguhaon, kini kahimut-an sumala sa unsay anaa sa tawo, dili sumala sa unsay wala kaniya.
as it is written: “The one who gathered much did not have too much, and the one who gathered little did not have too little.”	Sumala sa nasulat, “Siya nga nagtigom ug daghan wala maghingapin ug siya nga nagtigom ug diyotay wala makulangi.”
Thanks be to God, who put into the heart of Titus the same concern I have for you.	Salamat sa Dios nga nagbutang diha sa kasingkasing ni Tito sa sama ka matinud-anong pagtagad alang kaninyo.
We want to avoid any criticism of the way we administer this liberal gift.	Kami naglikay aron walay mamasangil kanamo mahitungod niining dakong gasa nga among gidumala.
For we are taking pains to do what is right, not only in the eyes of the Lord but also in the eyes of man.	Kay kami nagtinguha sa unsay maayo dili lamang sa atubangan sa Dios kondili sa atubangan usab sa mga tawo.
There is no need for me to write to you about this service to the Lord’s people.	Karon dili na kinahanglan nga magsulat pa ako kaninyo mahitungod sa papangalagad ngadto sa mga balaan,
As it is written: “They have freely scattered their gifts to the poor; their righteousness endures forever.”	Sumala sa nasulat, “Siya nagsabwag, naghatag ngadto sa mga kabos; ang iyang pagkamatarong nagpabilin sa walay kataposan.”
Thanks be to God for his indescribable gift!	Salamat sa Dios tungod sa iyang gasa nga dili maasoy!
For though we live in the world, we do not wage war as the world does.	Kay bisan tuod ug kami nagkinabuhi nga unodnon, wala kami makiggubat sumala sa unod,
And we will be ready to punish every act of disobedience, once your obedience is complete.	Ug kami andam sa pagsilot sa tanang pagsupil, sa dihang mahingpit ang inyong pagkamasinugtanon.
I do not want to seem to be trying to frighten you with my letters.	Dili ako buot nga masabot nga nanghadlok kaninyo pinaagi sa mga sulat.
I hope you will put up with me in a little foolishness. Yes, please put up with me!	Buot unta ako nga kamo moantos kanako sa usa ka gamayng binuang! Apan antosa lang gayod ninyo kini uban kanako!
I do not think I am in the least inferior to those “super-apostles.”	Kay sa akong hunahuna sa bisan unsang paagi wala ako maulahi niining mga hawod nga mga apostoles.
Why? Because I do not love you? God knows I do!	Ngano man? Tungod ba kay wala ako mahigugma kaninyo? Ang Dios nasayod.
And no wonder, for Satan himself masquerades as an angel of light.	Ug kini dili angay ikahibulong, kay bisan gani si Satanas nagtakoban man sa iyang kaugalingon ingon nga anghel sa kahayag.
